docket,justiceName,petVote
84-822X,Byron R. White,0
84-822X,Warren E. Burger,0
84-822X,Harry A. Blackmun,1
84-822X,"Lewis F. Powell, Jr.",1
84-822X,William H. Rehnquist,0
84-822X,John Paul Stevens,0
84-822X,Sandra Day O'Connor,0
79 ORIG,Thurgood Marshall,0
79 ORIG,"William J. Brennan, Jr.",0
79 ORIG,Byron R. White,0
79 ORIG,Warren E. Burger,0
79 ORIG,Harry A. Blackmun,0
79 ORIG,"Lewis F. Powell, Jr.",0
79 ORIG,William H. Rehnquist,0
79 ORIG,John Paul Stevens,0
79 ORIG,Sandra Day O'Connor,0
83-1733,Thurgood Marshall,1
83-1733,"William J. Brennan, Jr.",1
83-1733,Byron R. White,0
83-1733,Warren E. Burger,0
83-1733,Harry A. Blackmun,0
83-1733,William H. Rehnquist,0
83-1733,John Paul Stevens,1
83-1733,Sandra Day O'Connor,0
81 ORIG,Thurgood Marshall,0
81 ORIG,"William J. Brennan, Jr.",0
81 ORIG,Byron R. White,0
81 ORIG,Warren E. Burger,0
81 ORIG,Harry A. Blackmun,0
81 ORIG,"Lewis F. Powell, Jr.",0
81 ORIG,William H. Rehnquist,0
81 ORIG,John Paul Stevens,0
81 ORIG,Sandra Day O'Connor,0
84-489X,Thurgood Marshall,0
84-489X,"William J. Brennan, Jr.",0
84-489X,Byron R. White,0
84-489X,Warren E. Burger,0
84-489X,Harry A. Blackmun,0
84-489X,"Lewis F. Powell, Jr.",0
84-489X,William H. Rehnquist,0
84-489X,John Paul Stevens,1
84-489X,Sandra Day O'Connor,0
84-489X,Thurgood Marshall,0
84-489X,"William J. Brennan, Jr.",0
84-489X,Byron R. White,0
84-489X,Warren E. Burger,0
84-489X,Harry A. Blackmun,0
84-489X,"Lewis F. Powell, Jr.",0
84-489X,William H. Rehnquist,0
84-489X,John Paul Stevens,1
84-489X,Sandra Day O'Connor,0
84-489X,Thurgood Marshall,0
84-489X,"William J. Brennan, Jr.",0
84-489X,Byron R. White,0
84-489X,Warren E. Burger,0
84-489X,Harry A. Blackmun,0
84-489X,"Lewis F. Powell, Jr.",0
84-489X,William H. Rehnquist,0
84-489X,John Paul Stevens,1
84-489X,Sandra Day O'Connor,0
84-1103,Thurgood Marshall,0
84-1103,"William J. Brennan, Jr.",0
84-1103,Warren E. Burger,0
84-1103,Harry A. Blackmun,0
84-1103,"Lewis F. Powell, Jr.",0
84-1103,William H. Rehnquist,0
84-1103,Sandra Day O'Connor,0
84-1103,Thurgood Marshall,0
84-1103,"William J. Brennan, Jr.",0
84-1103,Warren E. Burger,0
84-1103,Harry A. Blackmun,0
84-1103,"Lewis F. Powell, Jr.",0
84-1103,William H. Rehnquist,0
84-1103,Sandra Day O'Connor,0
84-6270,Thurgood Marshall,1
84-6270,"William J. Brennan, Jr.",1
84-6270,Byron R. White,0
84-6270,Warren E. Burger,0
84-6270,Harry A. Blackmun,1
84-6270,"Lewis F. Powell, Jr.",0
84-6270,William H. Rehnquist,0
84-6270,John Paul Stevens,1
84-6270,Sandra Day O'Connor,0
84-5555,Thurgood Marshall,1
84-5555,"William J. Brennan, Jr.",1
84-5555,Byron R. White,0
84-5555,Warren E. Burger,0
84-5555,Harry A. Blackmun,0
84-5555,"Lewis F. Powell, Jr.",0
84-5555,William H. Rehnquist,0
84-5555,John Paul Stevens,0
84-5555,Sandra Day O'Connor,0
84-1240,Thurgood Marshall,0
84-1240,"William J. Brennan, Jr.",0
84-1240,Byron R. White,0
84-1240,Warren E. Burger,0
84-1240,Harry A. Blackmun,0
84-1240,"Lewis F. Powell, Jr.",0
84-1240,William H. Rehnquist,0
84-1240,John Paul Stevens,0
84-1240,Sandra Day O'Connor,0
84-5630,Thurgood Marshall,0
84-5630,"William J. Brennan, Jr.",1
84-5630,Byron R. White,0
84-5630,Warren E. Burger,0
84-5630,Harry A. Blackmun,1
84-5630,"Lewis F. Powell, Jr.",0
84-5630,William H. Rehnquist,0
84-5630,John Paul Stevens,1
84-5630,Sandra Day O'Connor,0
84-5630,Thurgood Marshall,0
84-5630,"William J. Brennan, Jr.",1
84-5630,Byron R. White,0
84-5630,Warren E. Burger,0
84-5630,Harry A. Blackmun,1
84-5630,"Lewis F. Powell, Jr.",0
84-5630,William H. Rehnquist,0
84-5630,John Paul Stevens,1
84-5630,Sandra Day O'Connor,0
84-5630,Thurgood Marshall,0
84-5630,"William J. Brennan, Jr.",1
84-5630,Byron R. White,0
84-5630,Warren E. Burger,0
84-5630,Harry A. Blackmun,1
84-5630,"Lewis F. Powell, Jr.",0
84-5630,William H. Rehnquist,0
84-5630,John Paul Stevens,1
84-5630,Sandra Day O'Connor,0
84-786X,Thurgood Marshall,0
84-786X,"William J. Brennan, Jr.",0
84-786X,Byron R. White,1
84-786X,Warren E. Burger,1
84-786X,Harry A. Blackmun,0
84-786X,"Lewis F. Powell, Jr.",0
84-786X,William H. Rehnquist,1
84-786X,John Paul Stevens,0
84-786X,Sandra Day O'Connor,1
84-732X,Warren E. Burger,1
84-732X,"William J. Brennan, Jr.",0
84-732X,Byron R. White,1
84-732X,Thurgood Marshall,0
84-732X,Harry A. Blackmun,0
84-732X,"Lewis F. Powell, Jr.",0
84-732X,William H. Rehnquist,1
84-732X,John Paul Stevens,0
84-732X,Sandra Day O'Connor,0
84-836X,Thurgood Marshall,0
84-836X,"William J. Brennan, Jr.",0
84-836X,Byron R. White,0
84-836X,Warren E. Burger,1
84-836X,Harry A. Blackmun,0
84-836X,"Lewis F. Powell, Jr.",1
84-836X,William H. Rehnquist,1
84-836X,John Paul Stevens,0
84-836X,Thurgood Marshall,0
84-836X,"William J. Brennan, Jr.",0
84-836X,Byron R. White,0
84-836X,Warren E. Burger,1
84-836X,Harry A. Blackmun,0
84-836X,"Lewis F. Powell, Jr.",1
84-836X,William H. Rehnquist,1
84-836X,John Paul Stevens,0
84-1480,Thurgood Marshall,0
84-1480,"William J. Brennan, Jr.",0
84-1480,Byron R. White,0
84-1480,Harry A. Blackmun,0
84-1480,"Lewis F. Powell, Jr.",0
84-1480,John Paul Stevens,0
84-1480,Sandra Day O'Connor,0
84-5872,"William J. Brennan, Jr.",0
84-5872,Byron R. White,0
84-5872,Warren E. Burger,0
84-5872,"Lewis F. Powell, Jr.",0
84-5872,William H. Rehnquist,0
84-5872,Sandra Day O'Connor,0
84-6470,Thurgood Marshall,1
84-6470,"William J. Brennan, Jr.",1
84-6470,Byron R. White,0
84-6470,Warren E. Burger,0
84-6470,Harry A. Blackmun,1
84-6470,"Lewis F. Powell, Jr.",0
84-6470,William H. Rehnquist,0
84-6470,Sandra Day O'Connor,0
84-1274,Warren E. Burger,0
84-1274,"William J. Brennan, Jr.",0
84-1274,Thurgood Marshall,0
84-1274,Harry A. Blackmun,0
84-1274,"Lewis F. Powell, Jr.",0
84-1274,William H. Rehnquist,0
84-1274,John Paul Stevens,0
84-1274,Sandra Day O'Connor,0
84-963X,Byron R. White,0
84-963X,Warren E. Burger,0
84-963X,"Lewis F. Powell, Jr.",0
84-963X,William H. Rehnquist,0
84-963X,Sandra Day O'Connor,0
84-963X,Byron R. White,0
84-963X,Warren E. Burger,0
84-963X,"Lewis F. Powell, Jr.",0
84-963X,William H. Rehnquist,0
84-963X,Sandra Day O'Connor,0
84-801X,Thurgood Marshall,0
84-801X,"William J. Brennan, Jr.",0
84-801X,Byron R. White,1
84-801X,Warren E. Burger,1
84-801X,Harry A. Blackmun,0
84-801X,"Lewis F. Powell, Jr.",0
84-801X,William H. Rehnquist,1
84-801X,John Paul Stevens,0
84-801X,Sandra Day O'Connor,1
84-801X,Thurgood Marshall,0
84-801X,"William J. Brennan, Jr.",0
84-801X,Byron R. White,1
84-801X,Warren E. Burger,1
84-801X,Harry A. Blackmun,0
84-801X,"Lewis F. Powell, Jr.",0
84-801X,William H. Rehnquist,1
84-801X,John Paul Stevens,0
84-801X,Sandra Day O'Connor,1
84-805X,Thurgood Marshall,0
84-805X,"William J. Brennan, Jr.",0
84-805X,Byron R. White,1
84-805X,Warren E. Burger,1
84-805X,Harry A. Blackmun,0
84-805X,"Lewis F. Powell, Jr.",0
84-805X,William H. Rehnquist,1
84-805X,John Paul Stevens,0
84-805X,Sandra Day O'Connor,1
84-805X,Thurgood Marshall,0
84-805X,"William J. Brennan, Jr.",0
84-805X,Byron R. White,1
84-805X,Warren E. Burger,1
84-805X,Harry A. Blackmun,0
84-805X,"Lewis F. Powell, Jr.",0
84-805X,William H. Rehnquist,1
84-805X,John Paul Stevens,0
84-805X,Sandra Day O'Connor,1
84-1700,Thurgood Marshall,1
84-1700,Byron R. White,0
84-1700,"Lewis F. Powell, Jr.",0
84-1700,William H. Rehnquist,0
84-1700,John Paul Stevens,0
84-1704,Thurgood Marshall,1
84-1704,Byron R. White,0
84-1704,"Lewis F. Powell, Jr.",0
84-1704,William H. Rehnquist,0
84-1704,John Paul Stevens,0
84-1704,Thurgood Marshall,1
84-1704,Byron R. White,0
84-1704,"Lewis F. Powell, Jr.",0
84-1704,William H. Rehnquist,0
84-1704,John Paul Stevens,0
84-1704,Thurgood Marshall,1
84-1704,Byron R. White,0
84-1704,"Lewis F. Powell, Jr.",0
84-1704,William H. Rehnquist,0
84-1704,John Paul Stevens,0
84-1704,Thurgood Marshall,1
84-1704,Byron R. White,0
84-1704,"Lewis F. Powell, Jr.",0
84-1704,William H. Rehnquist,0
84-1704,John Paul Stevens,0
84-1922,Thurgood Marshall,0
84-1922,"William J. Brennan, Jr.",0
84-1922,Byron R. White,0
84-1922,Warren E. Burger,0
84-1922,Harry A. Blackmun,0
84-1922,"Lewis F. Powell, Jr.",0
84-1922,William H. Rehnquist,0
84-1922,John Paul Stevens,0
84-1922,Sandra Day O'Connor,0
84-1493,Thurgood Marshall,0
84-1493,"William J. Brennan, Jr.",0
84-1493,Byron R. White,0
84-1493,Harry A. Blackmun,0
84-1493,"Lewis F. Powell, Jr.",0
84-1493,William H. Rehnquist,0
84-1493,John Paul Stevens,0
84-1493,Sandra Day O'Connor,0
84-1509,Thurgood Marshall,0
84-1509,"William J. Brennan, Jr.",0
84-1509,Byron R. White,0
84-1509,Harry A. Blackmun,0
84-1509,"Lewis F. Powell, Jr.",0
84-1509,William H. Rehnquist,0
84-1509,John Paul Stevens,0
84-1509,Sandra Day O'Connor,0
84-1555,Thurgood Marshall,0
84-1555,"William J. Brennan, Jr.",0
84-1555,Byron R. White,0
84-1555,Warren E. Burger,0
84-1555,Harry A. Blackmun,0
84-1555,William H. Rehnquist,0
84-1555,John Paul Stevens,0
84-1567,Thurgood Marshall,0
84-1567,"William J. Brennan, Jr.",0
84-1567,Byron R. White,0
84-1567,Warren E. Burger,0
84-1567,Harry A. Blackmun,0
84-1567,William H. Rehnquist,0
84-1567,John Paul Stevens,0
84-1567,Thurgood Marshall,0
84-1567,"William J. Brennan, Jr.",0
84-1567,Byron R. White,0
84-1567,Warren E. Burger,0
84-1567,Harry A. Blackmun,0
84-1567,William H. Rehnquist,0
84-1567,John Paul Stevens,0
84-1567,Thurgood Marshall,0
84-1567,"William J. Brennan, Jr.",0
84-1567,Byron R. White,0
84-1567,Warren E. Burger,0
84-1567,Harry A. Blackmun,0
84-1567,William H. Rehnquist,0
84-1567,John Paul Stevens,0
84-1538,Thurgood Marshall,0
84-1538,"William J. Brennan, Jr.",1
84-1538,Byron R. White,0
84-1538,Warren E. Burger,0
84-1538,Harry A. Blackmun,0
84-1538,William H. Rehnquist,0
84-1538,John Paul Stevens,0
84-1538,Sandra Day O'Connor,0
84-1484,Thurgood Marshall,0
84-1484,"William J. Brennan, Jr.",0
84-1484,Byron R. White,0
84-1484,Warren E. Burger,0
84-1484,Harry A. Blackmun,0
84-1484,"Lewis F. Powell, Jr.",0
84-1484,William H. Rehnquist,0
84-1484,John Paul Stevens,0
84-1484,Sandra Day O'Connor,0
84-1503,Thurgood Marshall,0
84-1503,"William J. Brennan, Jr.",0
84-1503,Harry A. Blackmun,0
84-1503,"Lewis F. Powell, Jr.",0
84-1503,William H. Rehnquist,0
84-1503,John Paul Stevens,0
84-1503,Sandra Day O'Connor,0
84-1586,Thurgood Marshall,0
84-1586,"William J. Brennan, Jr.",0
84-1586,Byron R. White,0
84-1586,Warren E. Burger,0
84-1586,Harry A. Blackmun,0
84-1586,"Lewis F. Powell, Jr.",1
84-1586,William H. Rehnquist,1
84-1586,John Paul Stevens,0
84-1586,Sandra Day O'Connor,0
84-1097,Thurgood Marshall,1
84-1097,"William J. Brennan, Jr.",1
84-1097,Warren E. Burger,0
84-1097,Harry A. Blackmun,1
84-1097,William H. Rehnquist,0
84-1097,Sandra Day O'Connor,1
84-773X,"William J. Brennan, Jr.",0
84-773X,Byron R. White,1
84-773X,Warren E. Burger,1
84-773X,Harry A. Blackmun,0
84-773X,"Lewis F. Powell, Jr.",1
84-773X,William H. Rehnquist,1
84-773X,John Paul Stevens,0
84-773X,Sandra Day O'Connor,0
84-773X,"William J. Brennan, Jr.",0
84-773X,Byron R. White,1
84-773X,Warren E. Burger,1
84-773X,Harry A. Blackmun,0
84-773X,"Lewis F. Powell, Jr.",1
84-773X,William H. Rehnquist,1
84-773X,John Paul Stevens,0
84-773X,Sandra Day O'Connor,0
84-1531,Thurgood Marshall,0
84-1531,"William J. Brennan, Jr.",0
84-1531,Byron R. White,0
84-1531,Harry A. Blackmun,0
84-1531,"Lewis F. Powell, Jr.",1
84-1531,William H. Rehnquist,1
84-1531,John Paul Stevens,0
84-1531,Sandra Day O'Connor,1
84-1539,Thurgood Marshall,0
84-1539,"William J. Brennan, Jr.",0
84-1539,Byron R. White,0
84-1539,Harry A. Blackmun,0
84-1539,"Lewis F. Powell, Jr.",1
84-1539,William H. Rehnquist,1
84-1539,John Paul Stevens,0
84-1539,Sandra Day O'Connor,1
84-1539,Thurgood Marshall,0
84-1539,"William J. Brennan, Jr.",0
84-1539,Byron R. White,0
84-1539,Harry A. Blackmun,0
84-1539,"Lewis F. Powell, Jr.",1
84-1539,William H. Rehnquist,1
84-1539,John Paul Stevens,0
84-1539,Sandra Day O'Connor,1
84-1539,Thurgood Marshall,0
84-1539,"William J. Brennan, Jr.",0
84-1539,Byron R. White,0
84-1539,Harry A. Blackmun,0
84-1539,"Lewis F. Powell, Jr.",1
84-1539,William H. Rehnquist,1
84-1539,John Paul Stevens,0
84-1539,Sandra Day O'Connor,1
84-1717,Thurgood Marshall,0
84-1717,"William J. Brennan, Jr.",0
84-1717,Byron R. White,0
84-1717,Warren E. Burger,1
84-1717,Harry A. Blackmun,1
84-1717,"Lewis F. Powell, Jr.",0
84-1717,William H. Rehnquist,0
84-1717,John Paul Stevens,0
84-1717,Sandra Day O'Connor,0
84-1686,Thurgood Marshall,0
84-1686,"William J. Brennan, Jr.",0
84-1686,Byron R. White,0
84-1686,Warren E. Burger,0
84-1686,Harry A. Blackmun,0
84-1686,"Lewis F. Powell, Jr.",0
84-1686,William H. Rehnquist,0
84-1686,John Paul Stevens,1
84-1686,Sandra Day O'Connor,0
84-1686,Thurgood Marshall,0
84-1686,"William J. Brennan, Jr.",0
84-1686,Byron R. White,0
84-1686,Warren E. Burger,0
84-1686,Harry A. Blackmun,0
84-1686,"Lewis F. Powell, Jr.",0
84-1686,William H. Rehnquist,0
84-1686,John Paul Stevens,1
84-1686,Sandra Day O'Connor,0
85-5189,Thurgood Marshall,0
85-5189,"William J. Brennan, Jr.",0
85-5189,Byron R. White,0
85-5189,Warren E. Burger,0
85-5189,Harry A. Blackmun,0
85-5189,"Lewis F. Powell, Jr.",0
85-5189,William H. Rehnquist,0
85-5189,John Paul Stevens,0
85-5189,Sandra Day O'Connor,0
84-1728,Warren E. Burger,0
84-1728,"William J. Brennan, Jr.",0
84-1728,Thurgood Marshall,0
84-1728,Harry A. Blackmun,0
84-1728,"Lewis F. Powell, Jr.",0
84-1728,William H. Rehnquist,0
84-1728,John Paul Stevens,1
84-1728,Sandra Day O'Connor,0
84-1379,Thurgood Marshall,0
84-1379,"William J. Brennan, Jr.",0
84-1379,Harry A. Blackmun,0
84-1379,"Lewis F. Powell, Jr.",0
84-1379,John Paul Stevens,0
85-5023,Thurgood Marshall,1
85-5023,"William J. Brennan, Jr.",1
85-5023,Byron R. White,0
85-5023,Warren E. Burger,0
85-5023,Harry A. Blackmun,1
85-5023,"Lewis F. Powell, Jr.",0
85-5023,William H. Rehnquist,0
85-5023,John Paul Stevens,0
85-5023,Sandra Day O'Connor,0
85-5024,Thurgood Marshall,1
85-5024,"William J. Brennan, Jr.",1
85-5024,Byron R. White,0
85-5024,Warren E. Burger,0
85-5024,Harry A. Blackmun,1
85-5024,"Lewis F. Powell, Jr.",0
85-5024,William H. Rehnquist,0
85-5024,John Paul Stevens,0
85-5024,Sandra Day O'Connor,0
84-1259,Thurgood Marshall,1
84-1259,"William J. Brennan, Jr.",1
84-1259,Byron R. White,0
84-1259,Warren E. Burger,0
84-1259,Harry A. Blackmun,1
84-1259,"Lewis F. Powell, Jr.",1
84-1259,William H. Rehnquist,0
84-1259,John Paul Stevens,0
84-1259,Sandra Day O'Connor,0
84-1259,Thurgood Marshall,1
84-1259,"William J. Brennan, Jr.",1
84-1259,Byron R. White,0
84-1259,Warren E. Burger,0
84-1259,Harry A. Blackmun,1
84-1259,"Lewis F. Powell, Jr.",1
84-1259,William H. Rehnquist,0
84-1259,John Paul Stevens,0
84-1259,Sandra Day O'Connor,0
84-1744,Thurgood Marshall,1
84-1744,"William J. Brennan, Jr.",1
84-1744,Byron R. White,1
84-1744,Warren E. Burger,0
84-1744,Harry A. Blackmun,1
84-1744,"Lewis F. Powell, Jr.",0
84-1744,William H. Rehnquist,0
84-1744,John Paul Stevens,0
84-1744,Sandra Day O'Connor,0
85-217X,Thurgood Marshall,0
85-217X,"William J. Brennan, Jr.",0
85-217X,Byron R. White,0
85-217X,Warren E. Burger,0
85-217X,Thurgood Marshall,0
85-217X,"William J. Brennan, Jr.",0
85-217X,Byron R. White,0
85-217X,Warren E. Burger,0
85-21XX,Thurgood Marshall,1
85-21XX,"William J. Brennan, Jr.",0
85-21XX,Byron R. White,0
85-21XX,Warren E. Burger,0
85-21XX,Harry A. Blackmun,0
85-21XX,"Lewis F. Powell, Jr.",0
85-21XX,William H. Rehnquist,0
85-21XX,John Paul Stevens,0
85-21XX,Sandra Day O'Connor,0
84-1923,Thurgood Marshall,0
84-1923,"William J. Brennan, Jr.",0
84-1923,Byron R. White,0
84-1923,Warren E. Burger,0
84-1923,Harry A. Blackmun,0
84-1923,"Lewis F. Powell, Jr.",0
84-1923,William H. Rehnquist,0
84-1923,John Paul Stevens,0
84-1923,Sandra Day O'Connor,0
85-390X,"William J. Brennan, Jr.",0
85-390X,Byron R. White,0
85-390X,Warren E. Burger,0
85-390X,"Lewis F. Powell, Jr.",0
85-390X,William H. Rehnquist,0
85-390X,John Paul Stevens,0
85-554X,Thurgood Marshall,0
85-554X,"William J. Brennan, Jr.",0
85-554X,Byron R. White,0
85-554X,Warren E. Burger,1
85-554X,Harry A. Blackmun,0
85-554X,"Lewis F. Powell, Jr.",0
85-554X,William H. Rehnquist,0
85-554X,John Paul Stevens,1
85-554X,Sandra Day O'Connor,0
84-1529,Thurgood Marshall,0
84-1529,"William J. Brennan, Jr.",1
84-1529,Byron R. White,1
84-1529,Harry A. Blackmun,0
84-1529,"Lewis F. Powell, Jr.",0
84-1529,Sandra Day O'Connor,1
85-225X,Thurgood Marshall,0
85-225X,"William J. Brennan, Jr.",0
85-225X,Byron R. White,0
85-225X,Warren E. Burger,0
85-225X,Harry A. Blackmun,0
85-225X,"Lewis F. Powell, Jr.",0
85-225X,John Paul Stevens,0
85-225X,Sandra Day O'Connor,0
84-495X,Thurgood Marshall,0
84-495X,"William J. Brennan, Jr.",0
84-495X,Byron R. White,1
84-495X,Warren E. Burger,1
84-495X,Harry A. Blackmun,0
84-495X,"Lewis F. Powell, Jr.",0
84-495X,William H. Rehnquist,1
84-495X,Sandra Day O'Connor,1
84-495X,Thurgood Marshall,0
84-495X,"William J. Brennan, Jr.",0
84-495X,Byron R. White,1
84-495X,Warren E. Burger,1
84-495X,Harry A. Blackmun,0
84-495X,"Lewis F. Powell, Jr.",0
84-495X,William H. Rehnquist,1
84-495X,Sandra Day O'Connor,1
84-1726,Thurgood Marshall,0
84-1726,"William J. Brennan, Jr.",0
84-1726,Byron R. White,0
84-1726,Warren E. Burger,0
84-1726,Harry A. Blackmun,0
84-1726,"Lewis F. Powell, Jr.",0
84-1726,William H. Rehnquist,0
84-1726,John Paul Stevens,0
84-1726,Sandra Day O'Connor,0
84-1726,Thurgood Marshall,0
84-1726,"William J. Brennan, Jr.",0
84-1726,Byron R. White,0
84-1726,Warren E. Burger,0
84-1726,Harry A. Blackmun,0
84-1726,"Lewis F. Powell, Jr.",0
84-1726,William H. Rehnquist,0
84-1726,John Paul Stevens,0
84-1726,Sandra Day O'Connor,0
84-1803,Thurgood Marshall,0
84-1803,Harry A. Blackmun,0
84-1803,"Lewis F. Powell, Jr.",0
84-1803,William H. Rehnquist,1
84-1803,John Paul Stevens,1
84-1803,Sandra Day O'Connor,1
84-902X,Thurgood Marshall,0
84-902X,"William J. Brennan, Jr.",0
84-902X,Byron R. White,0
84-902X,Harry A. Blackmun,1
84-902X,"Lewis F. Powell, Jr.",0
84-902X,William H. Rehnquist,0
84-902X,John Paul Stevens,0
84-902X,Sandra Day O'Connor,0
84-902X,Thurgood Marshall,0
84-902X,"William J. Brennan, Jr.",0
84-902X,Byron R. White,0
84-902X,Harry A. Blackmun,1
84-902X,"Lewis F. Powell, Jr.",0
84-902X,William H. Rehnquist,0
84-902X,John Paul Stevens,0
84-902X,Sandra Day O'Connor,0
84-1839,Thurgood Marshall,0
84-1839,"William J. Brennan, Jr.",0
84-1839,Byron R. White,1
84-1839,Warren E. Burger,1
84-1839,Harry A. Blackmun,0
84-1839,"Lewis F. Powell, Jr.",0
84-1839,William H. Rehnquist,0
84-1839,John Paul Stevens,1
84-1839,Sandra Day O'Connor,0
84-1979,Byron R. White,0
84-1979,Warren E. Burger,0
84-1979,"Lewis F. Powell, Jr.",0
84-1979,William H. Rehnquist,0
84-1979,Sandra Day O'Connor,0
85-215X,Thurgood Marshall,1
85-215X,"William J. Brennan, Jr.",1
85-215X,Byron R. White,0
85-215X,Warren E. Burger,0
85-215X,Harry A. Blackmun,1
85-215X,"Lewis F. Powell, Jr.",0
85-215X,William H. Rehnquist,0
85-215X,John Paul Stevens,1
85-215X,Sandra Day O'Connor,0
85-215X,Thurgood Marshall,1
85-215X,"William J. Brennan, Jr.",1
85-215X,Byron R. White,0
85-215X,Warren E. Burger,0
85-215X,Harry A. Blackmun,1
85-215X,"Lewis F. Powell, Jr.",0
85-215X,William H. Rehnquist,0
85-215X,John Paul Stevens,1
85-215X,Sandra Day O'Connor,0
85-5319,Thurgood Marshall,1
85-5319,"William J. Brennan, Jr.",1
85-5319,Byron R. White,0
85-5319,Harry A. Blackmun,1
85-5319,"Lewis F. Powell, Jr.",0
85-5319,William H. Rehnquist,0
85-5319,John Paul Stevens,1
85-5319,Sandra Day O'Connor,0
85-5319,Thurgood Marshall,1
85-5319,"William J. Brennan, Jr.",1
85-5319,Byron R. White,0
85-5319,Harry A. Blackmun,1
85-5319,"Lewis F. Powell, Jr.",0
85-5319,William H. Rehnquist,0
85-5319,John Paul Stevens,1
85-5319,Sandra Day O'Connor,0
85-5319,Thurgood Marshall,1
85-5319,"William J. Brennan, Jr.",1
85-5319,Byron R. White,0
85-5319,Harry A. Blackmun,1
85-5319,"Lewis F. Powell, Jr.",0
85-5319,William H. Rehnquist,0
85-5319,John Paul Stevens,1
85-5319,Sandra Day O'Connor,0
84-2015,Thurgood Marshall,0
84-2015,"William J. Brennan, Jr.",0
84-2015,Byron R. White,1
84-2015,Warren E. Burger,1
84-2015,Harry A. Blackmun,0
84-2015,"Lewis F. Powell, Jr.",1
84-2015,William H. Rehnquist,1
84-2015,John Paul Stevens,0
84-2015,Sandra Day O'Connor,0
84-1661,Thurgood Marshall,0
84-1661,"William J. Brennan, Jr.",0
84-1661,Byron R. White,0
84-1661,Harry A. Blackmun,0
84-1661,John Paul Stevens,0
84-1661,Sandra Day O'Connor,0
84-1661,Thurgood Marshall,0
84-1661,"William J. Brennan, Jr.",0
84-1661,Byron R. White,0
84-1661,Harry A. Blackmun,0
84-1661,John Paul Stevens,0
84-1661,Sandra Day O'Connor,0
85-5487,Thurgood Marshall,1
85-5487,"William J. Brennan, Jr.",1
85-5487,Byron R. White,0
85-5487,Warren E. Burger,0
85-5487,Harry A. Blackmun,1
85-5487,"Lewis F. Powell, Jr.",0
85-5487,William H. Rehnquist,0
85-5487,John Paul Stevens,1
85-5487,Sandra Day O'Connor,0
85-224X,Thurgood Marshall,0
85-224X,Byron R. White,1
85-224X,Warren E. Burger,1
85-224X,Harry A. Blackmun,0
85-224X,William H. Rehnquist,1
85-224X,John Paul Stevens,0
85-224X,Sandra Day O'Connor,1
83-1968,"William J. Brennan, Jr.",0
85-1500,Warren E. Burger,0
85-1500,Byron R. White,0
85-1500,Harry A. Blackmun,0
85-1500,"Lewis F. Powell, Jr.",0
85-1500,William H. Rehnquist,0
85-1500,John Paul Stevens,0
85-1500,Sandra Day O'Connor,0
85-6593,Warren E. Burger,0
85-6593,"William J. Brennan, Jr.",0
85-6593,Byron R. White,0
85-6593,"Lewis F. Powell, Jr.",0
85-6593,William H. Rehnquist,0
85-6593,Sandra Day O'Connor,0
85-499X,Thurgood Marshall,1
85-499X,"William J. Brennan, Jr.",1
85-499X,Byron R. White,0
85-499X,Harry A. Blackmun,1
85-499X,John Paul Stevens,1
85-499X,Sandra Day O'Connor,0
85-499X,Thurgood Marshall,1
85-499X,"William J. Brennan, Jr.",1
85-499X,Byron R. White,0
85-499X,Harry A. Blackmun,1
85-499X,John Paul Stevens,1
85-499X,Sandra Day O'Connor,0
84-1903,Thurgood Marshall,1
84-1903,"William J. Brennan, Jr.",1
84-1903,Byron R. White,0
84-1903,Warren E. Burger,0
84-1903,Harry A. Blackmun,1
84-1903,"Lewis F. Powell, Jr.",0
84-1903,William H. Rehnquist,0
84-1903,John Paul Stevens,1
84-1903,Sandra Day O'Connor,0
84-1903,Thurgood Marshall,1
84-1903,"William J. Brennan, Jr.",1
84-1903,Byron R. White,0
84-1903,Warren E. Burger,0
84-1903,Harry A. Blackmun,1
84-1903,"Lewis F. Powell, Jr.",0
84-1903,William H. Rehnquist,0
84-1903,John Paul Stevens,1
84-1903,Sandra Day O'Connor,0
84-1903,Thurgood Marshall,1
84-1903,"William J. Brennan, Jr.",1
84-1903,Byron R. White,0
84-1903,Warren E. Burger,0
84-1903,Harry A. Blackmun,1
84-1903,"Lewis F. Powell, Jr.",0
84-1903,William H. Rehnquist,0
84-1903,John Paul Stevens,1
84-1903,Sandra Day O'Connor,0
84-1903,Thurgood Marshall,1
84-1903,"William J. Brennan, Jr.",1
84-1903,Byron R. White,0
84-1903,Warren E. Burger,0
84-1903,Harry A. Blackmun,1
84-1903,"Lewis F. Powell, Jr.",0
84-1903,William H. Rehnquist,0
84-1903,John Paul Stevens,1
84-1903,Sandra Day O'Connor,0
85-5404,Thurgood Marshall,1
85-5404,"William J. Brennan, Jr.",1
85-5404,Byron R. White,0
85-5404,Warren E. Burger,0
85-5404,Harry A. Blackmun,1
85-5404,"Lewis F. Powell, Jr.",0
85-5404,William H. Rehnquist,0
85-5404,John Paul Stevens,1
85-5404,Sandra Day O'Connor,0
85-5404,Thurgood Marshall,1
85-5404,"William J. Brennan, Jr.",1
85-5404,Byron R. White,0
85-5404,Warren E. Burger,0
85-5404,Harry A. Blackmun,1
85-5404,"Lewis F. Powell, Jr.",0
85-5404,William H. Rehnquist,0
85-5404,John Paul Stevens,1
