docket,justiceName,petVote
85-5404,Sandra Day O'Connor,0
85-428X,Thurgood Marshall,1
85-428X,"William J. Brennan, Jr.",1
85-428X,Harry A. Blackmun,1
85-428X,John Paul Stevens,1
84-1656,Thurgood Marshall,0
84-1656,"William J. Brennan, Jr.",0
84-1656,Byron R. White,1
84-1656,Warren E. Burger,1
84-1656,Harry A. Blackmun,0
84-1656,William H. Rehnquist,1
84-1656,John Paul Stevens,0
84-1656,Sandra Day O'Connor,1
84-1656,Thurgood Marshall,0
84-1656,"William J. Brennan, Jr.",0
84-1656,Byron R. White,1
84-1656,Warren E. Burger,1
84-1656,Harry A. Blackmun,0
84-1656,William H. Rehnquist,1
84-1656,John Paul Stevens,0
84-1656,Sandra Day O'Connor,1
84-1999,Thurgood Marshall,0
84-1999,"William J. Brennan, Jr.",0
84-1999,Byron R. White,1
84-1999,Warren E. Burger,1
84-1999,Harry A. Blackmun,0
84-1999,"Lewis F. Powell, Jr.",0
84-1999,William H. Rehnquist,1
84-1999,John Paul Stevens,0
85-117X,Thurgood Marshall,1
85-117X,"William J. Brennan, Jr.",1
85-117X,Byron R. White,0
85-117X,Warren E. Burger,0
85-117X,Harry A. Blackmun,1
85-117X,"Lewis F. Powell, Jr.",0
85-117X,William H. Rehnquist,0
85-117X,John Paul Stevens,0
85-117X,Sandra Day O'Connor,0
85-1377,"William J. Brennan, Jr.",0
85-1377,Byron R. White,1
85-1377,Warren E. Burger,0
85-1377,Harry A. Blackmun,1
85-1377,"Lewis F. Powell, Jr.",0
85-1377,William H. Rehnquist,0
85-1377,Sandra Day O'Connor,0
85-1377,"William J. Brennan, Jr.",0
85-1377,Byron R. White,1
85-1377,Warren E. Burger,0
85-1377,Harry A. Blackmun,1
85-1377,"Lewis F. Powell, Jr.",0
85-1377,William H. Rehnquist,0
85-1377,Sandra Day O'Connor,0
85-1378,"William J. Brennan, Jr.",0
85-1378,Byron R. White,1
85-1378,Warren E. Burger,0
85-1378,Harry A. Blackmun,1
85-1378,"Lewis F. Powell, Jr.",0
85-1378,William H. Rehnquist,0
85-1378,Sandra Day O'Connor,0
85-1378,"William J. Brennan, Jr.",0
85-1378,Byron R. White,1
85-1378,Warren E. Burger,0
85-1378,Harry A. Blackmun,1
85-1378,"Lewis F. Powell, Jr.",0
85-1378,William H. Rehnquist,0
85-1378,Sandra Day O'Connor,0
85-1379,"William J. Brennan, Jr.",0
85-1379,Byron R. White,1
85-1379,Warren E. Burger,0
85-1379,Harry A. Blackmun,1
85-1379,"Lewis F. Powell, Jr.",0
85-1379,William H. Rehnquist,0
85-1379,Sandra Day O'Connor,0
85-1379,"William J. Brennan, Jr.",0
85-1379,Byron R. White,1
85-1379,Warren E. Burger,0
85-1379,Harry A. Blackmun,1
85-1379,"Lewis F. Powell, Jr.",0
85-1379,William H. Rehnquist,0
85-1379,Sandra Day O'Connor,0
85-619X,Thurgood Marshall,1
85-619X,"William J. Brennan, Jr.",1
85-619X,Byron R. White,1
85-619X,Warren E. Burger,0
85-619X,Harry A. Blackmun,1
85-619X,"Lewis F. Powell, Jr.",0
85-619X,William H. Rehnquist,0
85-619X,John Paul Stevens,0
85-619X,Sandra Day O'Connor,0
85-558X,Thurgood Marshall,0
85-558X,"William J. Brennan, Jr.",0
85-558X,Byron R. White,0
85-558X,Harry A. Blackmun,0
85-558X,"Lewis F. Powell, Jr.",0
85-558X,William H. Rehnquist,0
85-558X,John Paul Stevens,0
85-558X,Sandra Day O'Connor,0
85-558X,Antonin Scalia,0
85-559X,Thurgood Marshall,0
85-559X,"William J. Brennan, Jr.",0
85-559X,Byron R. White,0
85-559X,Harry A. Blackmun,0
85-559X,"Lewis F. Powell, Jr.",0
85-559X,William H. Rehnquist,0
85-559X,John Paul Stevens,0
85-559X,Sandra Day O'Connor,0
85-559X,Antonin Scalia,0
85-560X,Thurgood Marshall,0
85-560X,"William J. Brennan, Jr.",0
85-560X,Byron R. White,0
85-560X,Harry A. Blackmun,0
85-560X,"Lewis F. Powell, Jr.",0
85-560X,William H. Rehnquist,0
85-560X,John Paul Stevens,0
85-560X,Sandra Day O'Connor,0
85-560X,Antonin Scalia,0
84-1947,Thurgood Marshall,0
84-1947,"William J. Brennan, Jr.",0
84-1947,Byron R. White,0
84-1947,Harry A. Blackmun,0
84-1947,"Lewis F. Powell, Jr.",0
84-1947,William H. Rehnquist,0
84-1947,John Paul Stevens,0
84-1947,Sandra Day O'Connor,0
84-1947,Antonin Scalia,0
85-1021,Thurgood Marshall,0
85-1021,"William J. Brennan, Jr.",0
85-1021,Byron R. White,0
85-1021,Harry A. Blackmun,0
85-1021,"Lewis F. Powell, Jr.",0
85-1021,William H. Rehnquist,0
85-1021,John Paul Stevens,0
85-1021,Sandra Day O'Connor,0
85-1021,Antonin Scalia,0
85-1022,Thurgood Marshall,0
85-1022,"William J. Brennan, Jr.",0
85-1022,Byron R. White,0
85-1022,Harry A. Blackmun,0
85-1022,"Lewis F. Powell, Jr.",0
85-1022,William H. Rehnquist,0
85-1022,John Paul Stevens,0
85-1022,Sandra Day O'Connor,0
85-1022,Antonin Scalia,0
85-1022,Thurgood Marshall,0
85-1022,"William J. Brennan, Jr.",0
85-1022,Byron R. White,0
85-1022,Harry A. Blackmun,0
85-1022,"Lewis F. Powell, Jr.",0
85-1022,William H. Rehnquist,0
85-1022,John Paul Stevens,0
85-1022,Sandra Day O'Connor,0
85-1022,Antonin Scalia,0
85-1022,Thurgood Marshall,0
85-1022,"William J. Brennan, Jr.",0
85-1022,Byron R. White,0
85-1022,Harry A. Blackmun,0
85-1022,"Lewis F. Powell, Jr.",0
85-1022,William H. Rehnquist,0
85-1022,John Paul Stevens,0
85-1022,Sandra Day O'Connor,0
85-1022,Antonin Scalia,0
85-1022,Thurgood Marshall,0
85-1022,"William J. Brennan, Jr.",0
85-1022,Byron R. White,0
85-1022,Harry A. Blackmun,0
85-1022,"Lewis F. Powell, Jr.",0
85-1022,William H. Rehnquist,0
85-1022,John Paul Stevens,0
85-1022,Sandra Day O'Connor,0
85-1022,Antonin Scalia,0
85-1022,Thurgood Marshall,0
85-1022,"William J. Brennan, Jr.",0
85-1022,Byron R. White,0
85-1022,Harry A. Blackmun,0
85-1022,"Lewis F. Powell, Jr.",0
85-1022,William H. Rehnquist,0
85-1022,John Paul Stevens,0
85-1022,Sandra Day O'Connor,0
85-1022,Antonin Scalia,0
85-1022,Thurgood Marshall,0
85-1022,"William J. Brennan, Jr.",0
85-1022,Byron R. White,0
85-1022,Harry A. Blackmun,0
85-1022,"Lewis F. Powell, Jr.",0
85-1022,William H. Rehnquist,0
85-1022,John Paul Stevens,0
85-1022,Sandra Day O'Connor,0
85-1022,Antonin Scalia,0
85-1022,Thurgood Marshall,0
85-1022,"William J. Brennan, Jr.",0
85-1022,Byron R. White,0
85-1022,Harry A. Blackmun,0
85-1022,"Lewis F. Powell, Jr.",0
85-1022,William H. Rehnquist,0
85-1022,John Paul Stevens,0
85-1022,Sandra Day O'Connor,0
85-1022,Antonin Scalia,0
85-766X,Thurgood Marshall,0
85-766X,"William J. Brennan, Jr.",0
85-766X,Byron R. White,0
85-766X,Harry A. Blackmun,0
85-766X,"Lewis F. Powell, Jr.",0
85-766X,William H. Rehnquist,1
85-766X,John Paul Stevens,1
85-766X,Sandra Day O'Connor,1
85-766X,Antonin Scalia,1
85-766X,Thurgood Marshall,0
85-766X,"William J. Brennan, Jr.",0
85-766X,Byron R. White,0
85-766X,Harry A. Blackmun,0
85-766X,"Lewis F. Powell, Jr.",0
85-766X,William H. Rehnquist,1
85-766X,John Paul Stevens,1
85-766X,Sandra Day O'Connor,1
85-766X,Antonin Scalia,1
85-766X,Thurgood Marshall,0
85-766X,"William J. Brennan, Jr.",0
85-766X,Byron R. White,0
85-766X,Harry A. Blackmun,0
85-766X,"Lewis F. Powell, Jr.",0
85-766X,William H. Rehnquist,1
85-766X,John Paul Stevens,1
85-766X,Sandra Day O'Connor,1
85-766X,Antonin Scalia,1
85-701X,Thurgood Marshall,0
85-701X,"William J. Brennan, Jr.",0
85-701X,Byron R. White,1
85-701X,Harry A. Blackmun,1
85-701X,"Lewis F. Powell, Jr.",0
85-701X,William H. Rehnquist,1
85-701X,John Paul Stevens,1
85-701X,Antonin Scalia,0
85-701X,Thurgood Marshall,0
85-701X,"William J. Brennan, Jr.",0
85-701X,Byron R. White,1
85-701X,Harry A. Blackmun,1
85-701X,"Lewis F. Powell, Jr.",0
85-701X,William H. Rehnquist,1
85-701X,John Paul Stevens,1
85-701X,Antonin Scalia,0
85-494X,Thurgood Marshall,0
85-494X,"William J. Brennan, Jr.",0
85-494X,Byron R. White,1
85-494X,Harry A. Blackmun,0
85-494X,"Lewis F. Powell, Jr.",1
85-494X,William H. Rehnquist,1
85-494X,Sandra Day O'Connor,0
85-494X,Thurgood Marshall,0
85-494X,"William J. Brennan, Jr.",0
85-494X,Byron R. White,1
85-494X,Harry A. Blackmun,0
85-494X,"Lewis F. Powell, Jr.",1
85-494X,William H. Rehnquist,1
85-494X,Sandra Day O'Connor,0
85-494X,Thurgood Marshall,0
85-494X,"William J. Brennan, Jr.",0
85-494X,Byron R. White,1
85-494X,Harry A. Blackmun,0
85-494X,"Lewis F. Powell, Jr.",1
85-494X,William H. Rehnquist,1
85-494X,Sandra Day O'Connor,0
85-937X,Thurgood Marshall,0
85-937X,"William J. Brennan, Jr.",0
85-937X,Byron R. White,0
85-937X,Harry A. Blackmun,0
85-937X,"Lewis F. Powell, Jr.",0
85-937X,William H. Rehnquist,0
85-937X,John Paul Stevens,0
85-937X,Sandra Day O'Connor,0
85-937X,Antonin Scalia,0
85-1736,Thurgood Marshall,0
85-1736,"William J. Brennan, Jr.",0
85-1736,Byron R. White,0
85-1736,Harry A. Blackmun,0
85-1736,"Lewis F. Powell, Jr.",0
85-1736,William H. Rehnquist,0
85-1736,John Paul Stevens,0
85-1736,Sandra Day O'Connor,0
85-1736,Antonin Scalia,0
85-1244,Thurgood Marshall,0
85-1244,"William J. Brennan, Jr.",0
85-1244,Byron R. White,0
85-1244,Harry A. Blackmun,0
85-1244,"Lewis F. Powell, Jr.",1
85-1244,William H. Rehnquist,1
85-1244,John Paul Stevens,0
85-1244,Sandra Day O'Connor,1
85-1244,Antonin Scalia,0
85-129X,Thurgood Marshall,0
85-129X,"William J. Brennan, Jr.",0
85-129X,Byron R. White,0
85-129X,"Lewis F. Powell, Jr.",0
85-129X,William H. Rehnquist,0
85-129X,John Paul Stevens,0
85-129X,Sandra Day O'Connor,0
85-129X,Antonin Scalia,0
85-1226,Thurgood Marshall,0
85-1226,"William J. Brennan, Jr.",0
85-1226,Byron R. White,1
85-1226,Harry A. Blackmun,0
85-1226,"Lewis F. Powell, Jr.",0
85-1226,William H. Rehnquist,1
85-1226,John Paul Stevens,0
85-1226,Sandra Day O'Connor,0
85-1226,Antonin Scalia,1
85-732X,Thurgood Marshall,0
85-732X,"William J. Brennan, Jr.",0
85-732X,Harry A. Blackmun,0
85-732X,"Lewis F. Powell, Jr.",0
85-732X,William H. Rehnquist,0
85-732X,John Paul Stevens,0
85-732X,Sandra Day O'Connor,0
85-732X,Antonin Scalia,0
85-999X,Thurgood Marshall,0
85-999X,Byron R. White,1
85-999X,Harry A. Blackmun,0
85-999X,William H. Rehnquist,1
85-999X,Sandra Day O'Connor,1
85-999X,Antonin Scalia,1
85-1708,Thurgood Marshall,0
85-1708,"William J. Brennan, Jr.",0
85-1708,Byron R. White,0
85-1708,Harry A. Blackmun,0
85-1708,"Lewis F. Powell, Jr.",0
85-1708,William H. Rehnquist,0
85-1708,John Paul Stevens,1
85-1708,Sandra Day O'Connor,1
85-1708,Antonin Scalia,1
85-1708,Thurgood Marshall,0
85-1708,"William J. Brennan, Jr.",0
85-1708,Byron R. White,0
85-1708,Harry A. Blackmun,0
85-1708,"Lewis F. Powell, Jr.",0
85-1708,William H. Rehnquist,0
85-1708,John Paul Stevens,1
85-1708,Sandra Day O'Connor,1
85-1708,Antonin Scalia,1
85-6461,Thurgood Marshall,1
85-6461,"William J. Brennan, Jr.",1
85-6461,Byron R. White,0
85-6461,Harry A. Blackmun,1
85-6461,"Lewis F. Powell, Jr.",1
85-6461,William H. Rehnquist,0
85-6461,John Paul Stevens,0
85-6461,Sandra Day O'Connor,0
85-6461,Antonin Scalia,0
85-1217,Thurgood Marshall,0
85-1217,"William J. Brennan, Jr.",0
85-1217,Byron R. White,1
85-1217,Harry A. Blackmun,0
85-1217,"Lewis F. Powell, Jr.",1
85-1217,William H. Rehnquist,1
85-1217,John Paul Stevens,0
85-1217,Sandra Day O'Connor,1
85-1217,Antonin Scalia,0
85-1277,Thurgood Marshall,0
85-1277,"William J. Brennan, Jr.",0
85-1277,Byron R. White,0
85-1277,Harry A. Blackmun,0
85-1277,"Lewis F. Powell, Jr.",0
85-1277,William H. Rehnquist,1
85-1277,John Paul Stevens,0
85-1277,Sandra Day O'Connor,0
85-1277,Antonin Scalia,1
85-1027,Thurgood Marshall,0
85-1027,"William J. Brennan, Jr.",0
85-1027,Harry A. Blackmun,0
85-1027,"Lewis F. Powell, Jr.",1
85-1027,William H. Rehnquist,1
85-1027,John Paul Stevens,0
85-1027,Sandra Day O'Connor,1
85-1027,Antonin Scalia,0
85-782X,Thurgood Marshall,0
85-782X,"William J. Brennan, Jr.",0
85-782X,Byron R. White,1
85-782X,"Lewis F. Powell, Jr.",1
85-782X,William H. Rehnquist,1
85-782X,John Paul Stevens,0
85-782X,Sandra Day O'Connor,0
85-1092,Thurgood Marshall,0
85-1092,"William J. Brennan, Jr.",0
85-1092,Byron R. White,0
85-1092,Harry A. Blackmun,0
85-1092,"Lewis F. Powell, Jr.",1
85-1092,William H. Rehnquist,1
85-1092,John Paul Stevens,0
85-1092,Sandra Day O'Connor,1
85-1092,Antonin Scalia,1
85-1092,Thurgood Marshall,0
85-1092,"William J. Brennan, Jr.",0
85-1092,Byron R. White,0
85-1092,Harry A. Blackmun,0
85-1092,"Lewis F. Powell, Jr.",1
85-1092,William H. Rehnquist,1
85-1092,John Paul Stevens,0
85-1092,Sandra Day O'Connor,1
85-1092,Antonin Scalia,1
85-1140,Thurgood Marshall,0
85-1140,"William J. Brennan, Jr.",0
85-1140,Byron R. White,0
85-1140,Harry A. Blackmun,0
85-1140,"Lewis F. Powell, Jr.",0
85-1140,William H. Rehnquist,0
85-1140,John Paul Stevens,0
85-1140,Sandra Day O'Connor,0
85-1140,Antonin Scalia,0
85-1140,Thurgood Marshall,0
85-1140,"William J. Brennan, Jr.",0
85-1140,Byron R. White,0
85-1140,Harry A. Blackmun,0
85-1140,"Lewis F. Powell, Jr.",0
85-1140,William H. Rehnquist,0
85-1140,John Paul Stevens,0
85-1140,Sandra Day O'Connor,0
85-1140,Antonin Scalia,0
85-1672,Thurgood Marshall,0
85-1672,"William J. Brennan, Jr.",0
85-1672,Byron R. White,0
85-1672,Harry A. Blackmun,0
85-1672,"Lewis F. Powell, Jr.",0
85-1672,William H. Rehnquist,0
85-1672,John Paul Stevens,0
85-1672,Sandra Day O'Connor,0
85-1672,Antonin Scalia,0
85-1129,Thurgood Marshall,0
85-1129,"William J. Brennan, Jr.",0
85-1129,Byron R. White,1
85-1129,Harry A. Blackmun,0
85-1129,"Lewis F. Powell, Jr.",0
85-1129,William H. Rehnquist,1
85-1129,Antonin Scalia,1
85-920X,Thurgood Marshall,0
85-920X,"William J. Brennan, Jr.",0
85-920X,Byron R. White,0
85-920X,Harry A. Blackmun,0
85-920X,"Lewis F. Powell, Jr.",0
85-920X,William H. Rehnquist,0
85-920X,John Paul Stevens,0
85-920X,Sandra Day O'Connor,0
85-920X,Antonin Scalia,0
85-303X,Thurgood Marshall,0
85-303X,"William J. Brennan, Jr.",0
85-303X,Byron R. White,0
85-303X,Harry A. Blackmun,0
85-303X,"Lewis F. Powell, Jr.",0
85-303X,William H. Rehnquist,0
85-303X,John Paul Stevens,0
85-303X,Sandra Day O'Connor,0
85-303X,Antonin Scalia,0
85-1656,Thurgood Marshall,0
85-1656,"William J. Brennan, Jr.",0
85-1656,Byron R. White,0
85-1656,Harry A. Blackmun,0
85-1656,"Lewis F. Powell, Jr.",0
85-1656,William H. Rehnquist,0
85-1656,John Paul Stevens,0
85-1656,Sandra Day O'Connor,0
85-1656,Antonin Scalia,0
85-1530,William H. Rehnquist,1
85-1530,Byron R. White,1
85-1530,Harry A. Blackmun,0
85-1530,"Lewis F. Powell, Jr.",0
85-1530,Sandra Day O'Connor,0
85-1530,Antonin Scalia,1
85-1530,William H. Rehnquist,1
85-1530,Byron R. White,1
85-1530,Harry A. Blackmun,0
85-1530,"Lewis F. Powell, Jr.",0
85-1530,Sandra Day O'Connor,0
85-1530,Antonin Scalia,1
85-1530,"William J. Brennan, Jr.",1
85-1530,Harry A. Blackmun,0
85-1530,"Lewis F. Powell, Jr.",0
85-1530,John Paul Stevens,1
85-1530,Sandra Day O'Connor,0
85-1530,William H. Rehnquist,1
85-1530,Byron R. White,1
85-1530,Harry A. Blackmun,0
85-1530,"Lewis F. Powell, Jr.",0
85-1530,Sandra Day O'Connor,0
85-1530,Antonin Scalia,1
85-1530,"William J. Brennan, Jr.",1
85-1530,Harry A. Blackmun,0
85-1530,"Lewis F. Powell, Jr.",0
85-1530,John Paul Stevens,1
85-1530,Sandra Day O'Connor,0
84-6811,Thurgood Marshall,1
84-6811,"William J. Brennan, Jr.",1
84-6811,Byron R. White,0
84-6811,Harry A. Blackmun,1
84-6811,"Lewis F. Powell, Jr.",0
84-6811,William H. Rehnquist,0
84-6811,John Paul Stevens,1
84-6811,Sandra Day O'Connor,0
84-6811,Antonin Scalia,0
84-6811,Thurgood Marshall,1
84-6811,"William J. Brennan, Jr.",1
84-6811,Byron R. White,0
84-6811,Harry A. Blackmun,1
84-6811,"Lewis F. Powell, Jr.",0
84-6811,William H. Rehnquist,0
84-6811,John Paul Stevens,1
84-6811,Sandra Day O'Connor,0
84-6811,Antonin Scalia,0
86-39XX,Thurgood Marshall,0
86-39XX,"William J. Brennan, Jr.",0
86-39XX,Byron R. White,0
86-39XX,Harry A. Blackmun,0
86-39XX,"Lewis F. Powell, Jr.",0
86-39XX,William H. Rehnquist,0
86-39XX,John Paul Stevens,0
86-39XX,Sandra Day O'Connor,0
86-39XX,Antonin Scalia,0
86-39XX,Thurgood Marshall,0
86-39XX,"William J. Brennan, Jr.",0
86-39XX,Byron R. White,0
86-39XX,Harry A. Blackmun,0
86-39XX,"Lewis F. Powell, Jr.",0
86-39XX,William H. Rehnquist,0
86-39XX,John Paul Stevens,0
86-39XX,Sandra Day O'Connor,0
86-39XX,Antonin Scalia,0
86-421X,Thurgood Marshall,0
86-421X,"William J. Brennan, Jr.",0
86-421X,Byron R. White,0
86-421X,"Lewis F. Powell, Jr.",0
86-421X,William H. Rehnquist,0
86-421X,John Paul Stevens,0
86-421X,Thurgood Marshall,0
86-421X,"William J. Brennan, Jr.",0
86-421X,Byron R. White,0
86-421X,"Lewis F. Powell, Jr.",0
86-421X,William H. Rehnquist,0
86-421X,John Paul Stevens,0
85-1924,Thurgood Marshall,0
85-1924,"William J. Brennan, Jr.",0
85-1924,Byron R. White,1
85-1924,Harry A. Blackmun,0
85-1924,"Lewis F. Powell, Jr.",0
85-1924,William H. Rehnquist,1
85-1924,John Paul Stevens,0
85-1924,Sandra Day O'Connor,1
85-2169,Thurgood Marshall,0
85-2169,Byron R. White,0
85-2169,Harry A. Blackmun,0
85-2169,"Lewis F. Powell, Jr.",0
85-2169,William H. Rehnquist,0
85-2169,John Paul Stevens,0
85-2169,Sandra Day O'Connor,0
85-2169,Antonin Scalia,0
85-1206,Thurgood Marshall,0
85-1206,"William J. Brennan, Jr.",0
85-1206,Byron R. White,1
85-1206,Harry A. Blackmun,0
85-1206,"Lewis F. Powell, Jr.",0
85-1206,William H. Rehnquist,0
85-637X,Sandra Day O'Connor,0
85-637X,Sandra Day O'Connor,0
85-637X,Sandra Day O'Connor,0
86-319X,Thurgood Marshall,0
86-319X,"William J. Brennan, Jr.",0
86-319X,Byron R. White,0
86-319X,Harry A. Blackmun,0
86-319X,"Lewis F. Powell, Jr.",0
86-319X,William H. Rehnquist,0
86-319X,John Paul Stevens,0
86-319X,Sandra Day O'Connor,0
86-319X,Antonin Scalia,0
85-2067,Thurgood Marshall,0
85-2067,"William J. Brennan, Jr.",0
85-2067,Byron R. White,1
85-2067,Harry A. Blackmun,0
85-2067,"Lewis F. Powell, Jr.",0
85-2067,William H. Rehnquist,1
85-2067,John Paul Stevens,0
85-2067,Sandra Day O'Connor,1
85-2067,Antonin Scalia,1
85-2067,Thurgood Marshall,0
85-2067,"William J. Brennan, Jr.",0
85-2067,Byron R. White,1
85-2067,Harry A. Blackmun,0
85-2067,"Lewis F. Powell, Jr.",0
85-2067,William H. Rehnquist,1
85-2067,John Paul Stevens,0
85-2067,Sandra Day O'Connor,1
85-2067,Antonin Scalia,1
86-341X,Thurgood Marshall,0
86-341X,"William J. Brennan, Jr.",0
86-341X,Byron R. White,1
86-341X,Harry A. Blackmun,0
86-341X,"Lewis F. Powell, Jr.",0
86-341X,William H. Rehnquist,1
86-341X,John Paul Stevens,0
86-341X,Sandra Day O'Connor,1
86-341X,Antonin Scalia,1
86-341X,Thurgood Marshall,0
86-341X,"William J. Brennan, Jr.",0
86-341X,Byron R. White,1
86-341X,Harry A. Blackmun,0
86-341X,"Lewis F. Powell, Jr.",0
86-341X,William H. Rehnquist,1
86-341X,John Paul Stevens,0
86-341X,Sandra Day O'Connor,1
86-341X,Antonin Scalia,1
85-1208,Thurgood Marshall,0
85-1208,"William J. Brennan, Jr.",0
85-1208,Byron R. White,0
85-1208,Harry A. Blackmun,0
85-1208,"Lewis F. Powell, Jr.",1
85-1208,William H. Rehnquist,1
85-1208,John Paul Stevens,0
85-1208,Sandra Day O'Connor,1
85-1208,Antonin Scalia,0
86-1054,"William J. Brennan, Jr.",0
86-1054,Byron R. White,0
86-1054,"Lewis F. Powell, Jr.",0
86-1054,William H. Rehnquist,0
86-1054,John Paul Stevens,0
86-1054,Sandra Day O'Connor,0
86-1054,Antonin Scalia,0
86-251X,Thurgood Marshall,0
86-251X,"William J. Brennan, Jr.",0
86-251X,Byron R. White,0
86-251X,Harry A. Blackmun,0
86-251X,"Lewis F. Powell, Jr.",0
86-251X,William H. Rehnquist,0
86-251X,John Paul Stevens,0
86-251X,Sandra Day O'Connor,0
86-251X,Antonin Scalia,0
86-251X,Thurgood Marshall,0
86-251X,"William J. Brennan, Jr.",0
86-251X,Byron R. White,0
86-251X,Harry A. Blackmun,0
86-251X,"Lewis F. Powell, Jr.",0
86-251X,William H. Rehnquist,0
86-251X,John Paul Stevens,0
86-251X,Sandra Day O'Connor,0
86-251X,Antonin Scalia,0
86-461X,Thurgood Marshall,0
86-461X,"William J. Brennan, Jr.",0
86-461X,Byron R. White,0
86-461X,Harry A. Blackmun,0
86-461X,"Lewis F. Powell, Jr.",0
86-461X,William H. Rehnquist,1
86-461X,John Paul Stevens,0
86-461X,Sandra Day O'Connor,1
86-461X,Antonin Scalia,1
86-526X,Thurgood Marshall,0
86-526X,"William J. Brennan, Jr.",0
86-526X,Byron R. White,0
86-526X,Harry A. Blackmun,0
86-526X,"Lewis F. Powell, Jr.",0
86-526X,William H. Rehnquist,0
86-526X,John Paul Stevens,0
86-526X,Sandra Day O'Connor,0
86-526X,Antonin Scalia,0
86-322X,Thurgood Marshall,1
86-322X,"William J. Brennan, Jr.",1
86-322X,Byron R. White,0
86-322X,"Lewis F. Powell, Jr.",0
86-322X,William H. Rehnquist,0
86-322X,John Paul Stevens,0
86-322X,Sandra Day O'Connor,0
86-322X,Antonin Scalia,0
86-322X,Thurgood Marshall,1
86-322X,"William J. Brennan, Jr.",1
86-322X,Byron R. White,0
86-322X,"Lewis F. Powell, Jr.",0
86-322X,William H. Rehnquist,0
86-322X,John Paul Stevens,0
86-322X,Sandra Day O'Connor,0
86-322X,Antonin Scalia,0
86-322X,Thurgood Marshall,1
86-322X,"William J. Brennan, Jr.",1
86-322X,Byron R. White,0
86-322X,"Lewis F. Powell, Jr.",0
86-322X,William H. Rehnquist,0
86-322X,John Paul Stevens,0
86-322X,Sandra Day O'Connor,0
86-322X,Antonin Scalia,0
86-328X,Thurgood Marshall,1
86-328X,"William J. Brennan, Jr.",1
86-328X,Byron R. White,0
86-328X,"Lewis F. Powell, Jr.",0
86-328X,William H. Rehnquist,0
86-328X,John Paul Stevens,0
86-328X,Sandra Day O'Connor,0
86-328X,Antonin Scalia,0
86-328X,Thurgood Marshall,1
86-328X,"William J. Brennan, Jr.",1
86-328X,Byron R. White,0
86-328X,"Lewis F. Powell, Jr.",0
86-328X,William H. Rehnquist,0
86-328X,John Paul Stevens,0
86-328X,Sandra Day O'Connor,0
86-328X,Antonin Scalia,0
