,docket,win
2692,319XXXX,0
2693,319XXXX,0
2694,32XXXXX,0
2695,32XXXXX,0
2696,32XXXXX,0
2697,32XXXXX,0
2698,32XXXXX,1
2699,32XXXXX,1
2700,32XXXXX,1
2701,32XXXXX,1
2702,32XXXXX,1
2703,32XXXXX,1
2704,32XXXXX,1
2705,32XXXXX,1
2706,32XXXXX,1
2707,32XXXXX,1
2708,32XXXXX,1
2709,32XXXXX,1
2710,32XXXXX,1
2711,320XXXX,0
2712,320XXXX,1
2713,320XXXX,1
2714,321XXXX,0
2715,321XXXX,1
2716,321XXXX,1
2717,321XXXX,1
2718,321 MXX,0
2719,322XXXX,0
2720,322XXXX,1
2721,322XXXX,1
2722,323XXXX,0
2723,323XXXX,1
2724,323XXXX,1
2725,323XXXX,1
2726,323XXXX,1
2727,323XXXX,1
2728,324XXXX,1
2729,324XXXX,1
2730,324XXXX,1
2731,325XXXX,1
2732,325MXXX,0
2733,326XXXX,1
2734,326XXXX,1
2735,326XXXX,1
2736,327XXXX,0
2737,328XXXX,0
2738,328XXXX,1
2739,328XXXX,1
2740,329XXXX,0
2741,329XXXX,1
2742,329XXXX,1
2743,329XXXX,1
2744,329XXXX,1
2745,329XXXX,1
2746,33XXXXX,0
2747,33XXXXX,0
2748,33XXXXX,0
2749,33XXXXX,0
2750,33XXXXX,0
2751,33XXXXX,0
2752,33XXXXX,1
2753,33XXXXX,1
2754,33XXXXX,1
2755,33XXXXX,1
2756,33XXXXX,1
2757,33XXXXX,1
2758,33XXXXX,1
2759,33 ORIG,0
2760,33 ORIG,0
2761,33 ORIG,0
2762,330XXXX,0
2763,330XXXX,0
2764,330XXXX,1
2765,330XXXX,1
2766,331XXXX,0
2767,331XXXX,1
2768,331XXXX,1
2769,332XXXX,0
2770,333XXXX,1
2771,333XXXX,1
2772,334XXXX,0
2773,335XXXX,0
2774,335XXXX,0
2775,335XXXX,1
2776,335XXXX,1
2777,336XXXX,0
2778,336XXXX,0
2779,336XXXX,0
2780,336XXXX,1
2781,336XXXX,1
2782,337XXXX,0
2783,337XXXX,0
2784,337XXXX,1
2785,337XXXX,1
2786,338XXXX,1
2787,338XXXX,1
2788,339XXXX,0
2789,339XXXX,0
2790,339XXXX,1
2791,339XXXX,1
2792,34XXXXX,0
2793,34XXXXX,0
2794,34XXXXX,0
2795,34XXXXX,0
2796,34XXXXX,0
2797,34XXXXX,0
2798,34XXXXX,0
2799,34XXXXX,0
2800,34XXXXX,1
2801,34XXXXX,1
2802,34XXXXX,1
2803,34XXXXX,1
2804,34XXXXX,1
2805,34XXXXX,1
2806,34XXXXX,1
2807,34 MXXX,1
2808,340XXXX,1
2809,340XXXX,1
2810,341XXXX,0
2811,341XXXX,0
2812,341XXXX,1
2813,342XXXX,1
2814,342XXXX,1
2815,342XXXX,1
2816,343XXXX,0
2817,343XXXX,0
2818,343XXXX,0
2819,343XXXX,1
2820,344XXXX,1
2821,345XXXX,0
2822,345XXXX,1
2823,345XXXX,1
2824,347XXXX,0
2825,347XXXX,0
2826,347XXXX,1
2827,347XXXX,1
2828,348XXXX,0
2829,348XXXX,1
2830,348XXXX,1
2831,349XXXX,1
2832,349XXXX,1
2833,349XXXX,1
2834,35XXXXX,0
2835,35XXXXX,0
2836,35XXXXX,0
2837,35XXXXX,0
2838,35XXXXX,0
2839,35XXXXX,0
2840,35XXXXX,0
2841,35XXXXX,0
2842,35XXXXX,0
2843,35XXXXX,0
2844,35XXXXX,0
2845,35XXXXX,1
2846,35XXXXX,1
2847,35XXXXX,1
2848,35XXXXX,1
2849,35XXXXX,1
2850,35XXXXX,1
2851,35XXXXX,1
2852,35XXXXX,1
2853,35XXXXX,1
2854,35XXXXX,1
2855,35 ORIG,0
2856,35 ORIG,0
2857,35 ORIG,1
2858,35 ORIG,1
2859,35 ORIG,1
2860,35 ORIG,1
2861,35 ORIG,1
2862,350XXXX,1
2863,350XXXX,1
2864,350XXXX,1
2865,351XXXX,0
2866,351XXXX,1
2867,351XXXX,1
2868,352XXXX,0
2869,352XXXX,0
2870,352XXXX,1
2871,352XXXX,1
2872,353XXXX,0
2873,353XXXX,0
2874,353XXXX,1
2875,355XXXX,0
2876,355XXXX,1
2877,355XXXX,1
2878,357XXXX,0
2879,357XXXX,1
2880,358XXXX,1
2881,359XXXX,1
2882,359XXXX,1
2883,36XXXXX,0
2884,36XXXXX,0
2885,36XXXXX,0
2886,36XXXXX,0
2887,36XXXXX,0
2888,36XXXXX,1
2889,36XXXXX,1
2890,36XXXXX,1
2891,36XXXXX,1
2892,36XXXXX,1
2893,36XXXXX,1
2894,36XXXXX,1
2895,36XXXXX,1
2896,36 ORIG,0
2897,36 ORIG,1
2898,36 ORIG,1
2899,360XXXX,0
2900,360XXXX,0
2901,360XXXX,1
2902,361XXXX,0
2903,361XXXX,0
2904,362XXXX,0
2905,362XXXX,0
2906,362XXXX,1
2907,362XXXX,1
2908,363XXXX,0
2909,363XXXX,1
2910,363XXXX,1
2911,363XXXX,1
2912,364XXXX,1
2913,365XXXX,0
2914,365XXXX,0
2915,366XXXX,0
2916,366XXXX,0
2917,366XXXX,1
2918,366XXXX,1
2919,367XXXX,1
2920,367XXXX,1
2921,367XXXX,1
2922,368XXXX,0
2923,368XXXX,1
2924,368XXXX,1
2925,368XXXX,1
2926,368XXXX,1
2927,368XXXX,1
2928,369XXXX,1
2929,369XXXX,1
2930,369XXXX,1
2931,37XXXXX,0
2932,37XXXXX,0
2933,37XXXXX,0
2934,37XXXXX,0
2935,37XXXXX,0
2936,37XXXXX,0
2937,37XXXXX,0
2938,37XXXXX,0
2939,37XXXXX,1
2940,37XXXXX,1
2941,37XXXXX,1
2942,37XXXXX,1
2943,37XXXXX,1
2944,37XXXXX,1
2945,37XXXXX,1
2946,37XXXXX,1
2947,37XXXXX,1
2948,370XXXX,0
2949,370XXXX,0
2950,370XXXX,1
2951,370XXXX,1
2952,371XXXX,0
2953,371XXXX,0
2954,371XXXX,1
2955,371XXXX,1
2956,373XXXX,0
2957,373XXXX,1
2958,373XXXX,1
2959,373XXXX,1
2960,374XXXX,0
2961,374XXXX,0
2962,374XXXX,1
2963,374XXXX,1
2964,375XXXX,1
2965,375XXXX,1
2966,375XXXX,1
2967,375XXXX,1
2968,376XXXX,0
2969,376XXXX,0
2970,376XXXX,1
2971,376XXXX,1
2972,377XXXX,0
2973,378XXXX,0
2974,378XXXX,1
2975,378XXXX,1
2976,379XXXX,1
2977,379XXXX,1
2978,38XXXXX,0
2979,38XXXXX,0
2980,38XXXXX,0
2981,38XXXXX,0
2982,38XXXXX,0
2983,38XXXXX,0
2984,38XXXXX,0
2985,38XXXXX,0
2986,38XXXXX,1
2987,38XXXXX,1
2988,38XXXXX,1
2989,38XXXXX,1
2990,38XXXXX,1
2991,38XXXXX,1
2992,38XXXXX,1
2993,38XXXXX,1
2994,38XXXXX,1
2995,38XXXXX,1
2996,38XXXXX,1
2997,38XXXXX,1
2998,380XXXX,1
2999,380XXXX,1
3000,381XXXX,0
3001,381 MXX,0
3002,382XXXX,0
3003,382XXXX,1
3004,382XXXX,1
3005,383XXXX,0
3006,383XXXX,1
3007,384XXXX,0
3008,384XXXX,0
3009,384XXXX,0
3010,384XXXX,0
3011,384XXXX,1
3012,384XXXX,1
3013,384XXXX,1
3014,384XXXX,1
3015,385XXXX,0
3016,385XXXX,0
3017,385 MXX,1
3018,386XXXX,1
3019,386XXXX,1
3020,386 MXX,1
3021,387XXXX,0
3022,387XXXX,0
3023,387XXXX,1
3024,387XXXX,1
3025,387XXXX,1
3026,387XXXX,1
3027,388XXXX,0
3028,388XXXX,1
3029,388XXXX,1
3030,389XXXX,0
3031,389XXXX,0
3032,389XXXX,1
3033,39XXXXX,0
3034,39XXXXX,0
3035,39XXXXX,0
3036,39XXXXX,0
3037,39XXXXX,0
3038,39XXXXX,0
3039,39XXXXX,1
3040,39XXXXX,1
3041,39XXXXX,1
3042,39XXXXX,1
3043,39XXXXX,1
3044,39XXXXX,1
3045,39XXXXX,1
3046,39XXXXX,1
3047,39XXXXX,1
3048,39XXXXX,1
3049,39XXXXX,1
3050,39XXXXX,1
3051,390XXXX,0
3052,390XXXX,1
3053,391XXXX,0
3054,391XXXX,0
3055,391XXXX,1
3056,391XXXX,1
3057,391XXXX,1
3058,392XXXX,0
3059,392XXXX,1
3060,392XXXX,1
3061,393XXXX,1
3062,394XXXX,0
3063,394XXXX,0
3064,394XXXX,1
3065,394XXXX,1
3066,395XXXX,0
3067,395XXXX,1
3068,395XXXX,1
3069,395XXXX,1
3070,396XXXX,0
3071,396XXXX,0
3072,396XXXX,1
3073,396XXXX,1
3074,396XXXX,1
3075,397XXXX,1
3076,398XXXX,0
3077,398XXXX,0
3078,398XXXX,1
3079,398XXXX,1
3080,399XXXX,0
3081,399XXXX,0
3082,399XXXX,0
3083,399XXXX,0
3084,399XXXX,1
3085,399XXXX,1
3086,4XXXXXX,0
3087,4XXXXXX,0
3088,4XXXXXX,0
3089,4XXXXXX,0
3090,4XXXXXX,0
3091,4XXXXXX,1
3092,4XXXXXX,1
3093,4XXXXXX,1
3094,4XXXXXX,1
3095,4XXXXXX,1
3096,4XXXXXX,1
3097,4XXXXXX,1
3098,4XXXXXX,1
3099,40XXXXX,0
3100,40XXXXX,0
3101,40XXXXX,0
3102,40XXXXX,0
3103,40XXXXX,0
3104,40XXXXX,1
3105,40XXXXX,1
3106,40XXXXX,1
3107,40XXXXX,1
3108,40XXXXX,1
3109,40XXXXX,1
3110,40XXXXX,1
3111,40XXXXX,1
3112,40XXXXX,1
3113,40XXXXX,1
3114,40XXXXX,1
3115,40XXXXX,1
3116,40XXXXX,1
3117,40XXXXX,1
3118,40XXXXX,1
3119,40XXXXX,1
3120,40 ORIG,0
3121,40 ORIG,0
3122,400XXXX,0
3123,400XXXX,0
3124,400XXXX,0
3125,400XXXX,1
3126,401XXXX,0
3127,401XXXX,1
3128,401XXXX,1
3129,402XXXX,0
3130,402XXXX,1
3131,403XXXX,0
3132,403XXXX,1
3133,403XXXX,1
3134,403XXXX,1
3135,403XXXX,1
3136,404XXXX,0
3137,404XXXX,0
3138,404XXXX,0
3139,404XXXX,0
3140,404XXXX,0
3141,404XXXX,1
3142,404XXXX,1
3143,405XXXX,0
3144,405XXXX,0
3145,405XXXX,1
3146,405XXXX,1
3147,406XXXX,0
3148,406XXXX,1
3149,406XXXX,1
3150,406XXXX,1
3151,406XXXX,1
3152,406 MXX,1
3153,407XXXX,0
3154,407XXXX,1
3155,408XXXX,1
3156,409XXXX,1
3157,41XXXXX,0
3158,41XXXXX,0
3159,41XXXXX,1
3160,41XXXXX,1
3161,41XXXXX,1
3162,41XXXXX,1
3163,41XXXXX,1
3164,41XXXXX,1
3165,41XXXXX,1
3166,41XXXXX,1
3167,41XXXXX,1
3168,41XXXXX,1
3169,41XXXXX,1
3170,41XXXXX,1
3171,41 MXXX,1
3172,41 ORIG,0
3173,410XXXX,1
3174,410XXXX,1
3175,410XXXX,1
3176,411XXXX,0
3177,412XXXX,0
3178,412XXXX,0
3179,412XXXX,1
3180,412XXXX,1
3181,412XXXX,1
3182,413XXXX,0
3183,413XXXX,1
3184,414XXXX,0
3185,414XXXX,1
3186,414XXXX,1
3187,415XXXX,1
3188,415XXXX,1
3189,415XXXX,1
3190,416XXXX,0
3191,416XXXX,1
3192,416XXXX,1
3193,417XXXX,1
3194,417XXXX,1
3195,417XXXX,1
3196,417 MXX,1
3197,417 MXX,1
3198,418XXXX,0
3199,418XXXX,1
3200,418XXXX,1
3201,419XXXX,1
3202,419XXXX,1
3203,42XXXXX,0
3204,42XXXXX,0
3205,42XXXXX,0
3206,42XXXXX,0
3207,42XXXXX,0
3208,42XXXXX,0
3209,42XXXXX,0
3210,42XXXXX,1
3211,42XXXXX,1
3212,42XXXXX,1
3213,42XXXXX,1
3214,42XXXXX,1
3215,42XXXXX,1
3216,42XXXXX,1
3217,42XXXXX,1
3218,42XXXXX,1
3219,42XXXXX,1
3220,42XXXXX,1
3221,42XXXXX,1
3222,42XXXXX,1
3223,420XXXX,1
3224,420XXXX,1
3225,420XXXX,1
3226,421XXXX,0
3227,421XXXX,0
3228,422XXXX,0
3229,422XXXX,0
3230,422XXXX,1
3231,422XXXX,1
3232,423XXXX,0
3233,423XXXX,0
3234,423XXXX,1
3235,424XXXX,1
3236,425XXXX,0
3237,425XXXX,1
3238,426XXXX,0
3239,426XXXX,1
3240,426XXXX,1
3241,427XXXX,0
3242,427XXXX,1
3243,427XXXX,1
3244,428XXXX,0
3245,428XXXX,1
3246,428XXXX,1
3247,429XXXX,0
3248,429XXXX,0
3249,43XXXXX,0
3250,43XXXXX,0
3251,43XXXXX,0
3252,43XXXXX,0
3253,43XXXXX,0
3254,43XXXXX,0
3255,43XXXXX,0
3256,43XXXXX,1
3257,43XXXXX,1
3258,43XXXXX,1
3259,43XXXXX,1
3260,43XXXXX,1
3261,43XXXXX,1
3262,43 ORIG,1
3263,430XXXX,0
3264,430XXXX,0
3265,430XXXX,0
3266,430XXXX,0
3267,431XXXX,0
3268,431XXXX,0
3269,431XXXX,1
3270,431XXXX,1
3271,432XXXX,1
3272,432XXXX,1
3273,433XXXX,0
3274,433XXXX,1
3275,434XXXX,0
3276,434XXXX,1
3277,434XXXX,1
3278,435XXXX,0
3279,435XXXX,0
3280,435XXXX,0
3281,435XXXX,1
3282,435XXXX,1
3283,435XXXX,1
3284,435XXXX,1
3285,436XXXX,0
3286,436XXXX,1
3287,436XXXX,1
3288,436XXXX,1
3289,436XXXX,1
3290,437XXXX,0
3291,437XXXX,1
3292,438XXXX,0
3293,438XXXX,0
3294,438XXXX,1
3295,438XXXX,1
3296,438 MXX,1
3297,439XXXX,0
3298,439XXXX,1
3299,439XXXX,1
3300,439XXXX,1
3301,439XXXX,1
3302,44XXXXX,0
3303,44XXXXX,0
3304,44XXXXX,0
3305,44XXXXX,0
3306,44XXXXX,0
3307,44XXXXX,0
3308,44XXXXX,1
3309,44XXXXX,1
3310,44XXXXX,1
3311,44XXXXX,1
3312,44XXXXX,1
3313,44XXXXX,1
3314,44XXXXX,1
3315,44XXXXX,1
3316,44XXXXX,1
3317,44XXXXX,1
3318,440XXXX,0
3319,440XXXX,1
3320,440XXXX,1
3321,440XXXX,1
3322,440XXXX,1
3323,440XXXX,1
3324,441XXXX,1
3325,442XXXX,0
3326,442XXXX,0
3327,442XXXX,1
3328,442XXXX,1
3329,442XXXX,1
3330,443XXXX,0
3331,443XXXX,1
3332,443XXXX,1
3333,444XXXX,0
3334,444XXXX,0
3335,445XXXX,0
3336,445XXXX,0
3337,445XXXX,0
3338,445XXXX,1
3339,446XXXX,0
3340,446XXXX,0
3341,446XXXX,1
3342,447XXXX,1
3343,447 MXX,1
3344,448XXXX,0
3345,448XXXX,0
3346,448XXXX,1
3347,448 MXX,1
3348,449XXXX,0
3349,449XXXX,0
3350,449XXXX,1
3351,45XXXXX,0
3352,45XXXXX,0
3353,45XXXXX,0
3354,45XXXXX,1
3355,45XXXXX,1
3356,45XXXXX,1
3357,45XXXXX,1
3358,45XXXXX,1
3359,45XXXXX,1
3360,45XXXXX,1
3361,45XXXXX,1
3362,45XXXXX,1
3363,45XXXXX,1
3364,45XXXXX,1
3365,45XXXXX,1
3366,45XXXXX,1
3367,45XXXXX,1
3368,45XXXXX,1
3369,45XXXXX,1
3370,45 ORIG,0
3371,450XXXX,0
3372,450XXXX,1
3373,450XXXX,1
3374,451XXXX,0
3375,451XXXX,0
3376,451XXXX,1
3377,451XXXX,1
3378,451XXXX,1
3379,451XXXX,1
3380,453XXXX,0
3381,453XXXX,0
3382,453XXXX,0
3383,454XXXX,1
3384,455XXXX,0
3385,455XXXX,1
3386,456XXXX,1
3387,456XXXX,1
3388,456XXXX,1
3389,457XXXX,0
3390,457XXXX,1
3391,458XXXX,0
3392,459XXXX,1
3393,46XXXXX,0
3394,46XXXXX,0
3395,46XXXXX,0
3396,46XXXXX,0
3397,46XXXXX,0
3398,46XXXXX,0
3399,46XXXXX,0
3400,46XXXXX,1
3401,46XXXXX,1
3402,46XXXXX,1
3403,46XXXXX,1
3404,46XXXXX,1
3405,46XXXXX,1
3406,46XXXXX,1
3407,46XXXXX,1
3408,46XXXXX,1
3409,46XXXXX,1
3410,46XXXXX,1
3411,46XXXXX,1
3412,460XXXX,0
3413,461XXXX,0
3414,461XXXX,0
3415,461XXXX,1
3416,461XXXX,1
3417,462XXXX,0
3418,463XXXX,1
3419,463XXXX,1
3420,463XXXX,1
3421,463XXXX,1
3422,464XXXX,0
3423,464XXXX,0
3424,464XXXX,1
3425,464XXXX,1
3426,464XXXX,1
3427,464XXXX,1
3428,464XXXX,
3429,465XXXX,0
3430,465XXXX,1
3431,466XXXX,1
3432,466XXXX,1
3433,467XXXX,1
3434,467XXXX,1
3435,468XXXX,1
3436,468XXXX,1
3437,468XXXX,1
3438,469XXXX,1
3439,47XXXXX,0
3440,47XXXXX,0
3441,47XXXXX,0
3442,47XXXXX,0
3443,47XXXXX,0
3444,47XXXXX,0
3445,47XXXXX,0
3446,47XXXXX,0
3447,47XXXXX,1
3448,47XXXXX,1
3449,47XXXXX,1
3450,47XXXXX,1
3451,47XXXXX,1
3452,47XXXXX,1
3453,47XXXXX,1
3454,470XXXX,0
3455,470XXXX,1
3456,471XXXX,0
3457,471XXXX,1
3458,471XXXX,1
3459,473XXXX,1
3460,473XXXX,1
3461,474XXXX,0
3462,474XXXX,0
3463,475XXXX,0
3464,475XXXX,1
3465,476XXXX,0
3466,476XXXX,0
3467,476XXXX,0
3468,476XXXX,1
3469,476XXXX,1
3470,477XXXX,1
3471,477XXXX,1
3472,478XXXX,0
3473,478XXXX,1
3474,478XXXX,1
3475,478XXXX,1
3476,479XXXX,0
3477,48XXXXX,0
3478,48XXXXX,0
3479,48XXXXX,0
3480,48XXXXX,1
3481,48XXXXX,1
3482,48XXXXX,1
3483,48XXXXX,1
3484,48XXXXX,1
3485,48XXXXX,1
3486,48XXXXX,1
3487,48XXXXX,1
3488,48XXXXX,1
3489,48XXXXX,1
3490,48XXXXX,1
3491,48XXXXX,1
3492,48XXXXX,1
3493,48 MXXX,1
3494,48 ORIG,1
3495,48 ORIG,1
3496,48 ORIG,1
3497,480XXXX,0
3498,480XXXX,1
3499,480XXXX,1
3500,480XXXX,1
3501,480XXXX,1
3502,481XXXX,0
3503,481XXXX,1
3504,482XXXX,1
3505,482XXXX,1
3506,482XXXX,1
3507,482XXXX,1
3508,483XXXX,0
3509,483XXXX,0
3510,483XXXX,1
3511,485XXXX,0
3512,485XXXX,1
3513,485XXXX,1
3514,485XXXX,1
3515,485 MXX,1
3516,486XXXX,0
3517,486XXXX,0
3518,486XXXX,0
3519,486XXXX,1
3520,486XXXX,1
3521,486XXXX,1
3522,487XXXX,1
3523,488XXXX,0
3524,488XXXX,1
3525,488XXXX,1
3526,488 MXX,1
3527,489XXXX,0
3528,489XXXX,0
3529,489XXXX,0
3530,489XXXX,1
3531,489XXXX,1
3532,49XXXXX,0
3533,49XXXXX,0
3534,49XXXXX,0
3535,49XXXXX,0
3536,49XXXXX,0
3537,49XXXXX,0
3538,49XXXXX,0
3539,49XXXXX,0
3540,49XXXXX,0
3541,49XXXXX,1
3542,49XXXXX,1
3543,49XXXXX,1
3544,49XXXXX,1
3545,49XXXXX,1
3546,49XXXXX,1
3547,49XXXXX,1
3548,49XXXXX,1
3549,49XXXXX,
3550,49 ORIG,0
3551,490XXXX,0
3552,490XXXX,1
3553,490XXXX,1
3554,490XXXX,
3555,491XXXX,1
3556,491XXXX,1
3557,491XXXX,1
3558,492XXXX,0
3559,492XXXX,0
3560,492XXXX,0
3561,492XXXX,1
3562,493XXXX,0
3563,493XXXX,0
3564,493XXXX,1
3565,494 MXX,1
3566,495XXXX,1
3567,495XXXX,1
3568,496XXXX,0
3569,496XXXX,0
3570,496XXXX,1
3571,496XXXX,1
3572,497XXXX,0
3573,497XXXX,0
3574,497XXXX,0
3575,498XXXX,0
3576,498XXXX,1
3577,498XXXX,1
3578,499XXXX,0
3579,5XXXXXX,0
3580,5XXXXXX,0
3581,5XXXXXX,0
3582,5XXXXXX,0
3583,5XXXXXX,1
3584,5XXXXXX,1
3585,5XXXXXX,1
3586,5XXXXXX,1
3587,5XXXXXX,1
3588,5XXXXXX,1
3589,5XXXXXX,1
3590,5XXXXXX,1
3591,5XXXXXX,
3592,5 MXXXX,1
3593,5 MXXXX,1
3594,5 ORIGX,0
3595,5 ORIGX,0
3596,5 ORIGX,0
3597,5 ORIGX,1
3598,5 ORIGX,1
3599,5 ORIGX,1
3600,5 ORIGX,1
3601,50XXXXX,0
3602,50XXXXX,0
3603,50XXXXX,0
3604,50XXXXX,0
3605,50XXXXX,1
3606,50XXXXX,1
3607,50XXXXX,1
3608,50XXXXX,1
3609,50XXXXX,1
3610,50XXXXX,1
3611,50XXXXX,1
3612,50XXXXX,1
3613,50XXXXX,1
3614,50 ORIG,0
3615,50 ORIG,1
3616,500XXXX,1
3617,500XXXX,1
3618,501XXXX,0
3619,501XXXX,0
3620,502XXXX,1
3621,502 MXX,0
3622,503XXXX,0
3623,503XXXX,0
3624,503XXXX,1
3625,503XXXX,1
3626,503XXXX,1
3627,504XXXX,0
3628,504XXXX,0
3629,504XXXX,1
3630,504 MXX,1
3631,505XXXX,0
3632,506XXXX,1
3633,506XXXX,1
3634,507XXXX,0
3635,508XXXX,1
3636,508XXXX,1
3637,508XXXX,1
3638,5085XXX,1
3639,509XXXX,0
3640,509XXXX,1
3641,509XXXX,1
3642,509XXXX,1
3643,51XXXXX,0
3644,51XXXXX,0
3645,51XXXXX,0
3646,51XXXXX,0
3647,51XXXXX,0
3648,51XXXXX,0
3649,51XXXXX,0
3650,51XXXXX,0
3651,51XXXXX,1
3652,51XXXXX,1
3653,51XXXXX,1
3654,51XXXXX,1
3655,51XXXXX,1
3656,51XXXXX,1
3657,51XXXXX,1
3658,51XXXXX,1
3659,51XXXXX,1
3660,510XXXX,1
3661,511XXXX,1
3662,512XXXX,0
3663,512XXXX,1
3664,512XXXX,1
3665,513XXXX,0
3666,513XXXX,0
3667,513XXXX,1
3668,513XXXX,1
3669,513XXXX,1
3670,515XXXX,0
3671,515XXXX,0
3672,515XXXX,1
3673,515 MXX,1
3674,517XXXX,0
3675,517XXXX,0
3676,517XXXX,1
3677,5175XXX,1
3678,518XXXX,0
3679,52XXXXX,0
3680,52XXXXX,0
3681,52XXXXX,0
3682,52XXXXX,1
3683,52XXXXX,1
3684,52XXXXX,1
3685,52XXXXX,1
3686,52XXXXX,1
3687,52XXXXX,1
3688,52XXXXX,1
3689,52XXXXX,1
3690,52XXXXX,1
3691,52XXXXX,1
3692,52XXXXX,1
3693,52XXXXX,1
3694,52 MXXX,1
3695,52 ORIG,1
3696,52 ORIG,1
3697,521XXXX,1
3698,521XXXX,1
3699,522XXXX,0
3700,522XXXX,1
3701,523XXXX,0
3702,523XXXX,1
3703,523XXXX,1
3704,524XXXX,0
3705,524XXXX,1
3706,5247XXX,0
3707,525XXXX,0
3708,525XXXX,1
3709,5250XXX,0
3710,5257XXX,0
3711,526XXXX,1
3712,526XXXX,1
3713,527XXXX,1
3714,527XXXX,
3715,5272XXX,1
3716,528XXXX,1
3717,528XXXX,1
3718,528XXXX,1
3719,529XXXX,0
3720,529XXXX,1
3721,53XXXXX,0
3722,53XXXXX,0
3723,53XXXXX,0
3724,53XXXXX,1
3725,53XXXXX,1
3726,53XXXXX,1
3727,53XXXXX,1
3728,53XXXXX,1
3729,53XXXXX,1
3730,53XXXXX,1
3731,53XXXXX,1
3732,53XXXXX,1
3733,53XXXXX,1
3734,53XXXXX,1
3735,53XXXXX,1
3736,53XXXXX,1
3737,530XXXX,0
3738,530XXXX,0
3739,531XXXX,0
3740,531XXXX,1
3741,531 MXX,1
3742,532XXXX,0
3743,532XXXX,1
3744,532XXXX,1
3745,533XXXX,1
3746,533XXXX,1
3747,534XXXX,1
3748,534XXXX,1
3749,534 MXX,1
3750,5342XXX,1
3751,535XXXX,0
3752,535XXXX,1
3753,5370XXX,1
3754,538XXXX,1
3755,54XXXXX,0
3756,54XXXXX,0
3757,54XXXXX,0
3758,54XXXXX,0
3759,54XXXXX,0
3760,54XXXXX,1
3761,54XXXXX,1
3762,54XXXXX,1
3763,54XXXXX,1
3764,54XXXXX,1
3765,54XXXXX,1
3766,54XXXXX,1
3767,54XXXXX,1
3768,54XXXXX,1
3769,54 ORIG,0
3770,540XXXX,0
3771,540XXXX,1
3772,540XXXX,1
3773,540XXXX,1
3774,540 MXX,1
3775,541XXXX,0
3776,541XXXX,1
3777,541XXXX,1
3778,542XXXX,1
3779,542XXXX,1
3780,543XXXX,0
3781,543XXXX,1
3782,543XXXX,1
3783,543XXXX,1
3784,544XXXX,1
3785,544XXXX,1
3786,545XXXX,0
3787,546XXXX,1
3788,546 MXX,1
3789,547XXXX,0
3790,548XXXX,0
3791,548XXXX,1
3792,548XXXX,1
3793,548XXXX,1
3794,5481XXX,0
3795,5485XXX,1
3796,549XXXX,1
3797,549XXXX,1
3798,55XXXXX,0
3799,55XXXXX,0
3800,55XXXXX,0
3801,55XXXXX,0
3802,55XXXXX,0
3803,55XXXXX,0
3804,55XXXXX,0
3805,55XXXXX,1
3806,55XXXXX,1
3807,55XXXXX,1
3808,55XXXXX,1
3809,55XXXXX,1
3810,55XXXXX,1
3811,55XXXXX,1
3812,550XXXX,1
3813,551XXXX,1
3814,554XXXX,1
3815,555XXXX,0
3816,556XXXX,1
3817,557XXXX,0
3818,557XXXX,1
3819,558XXXX,0
3820,5586XXX,1
3821,559XXXX,0
3822,56XXXXX,0
3823,56XXXXX,0
3824,56XXXXX,0
3825,56XXXXX,0
3826,56XXXXX,0
3827,56XXXXX,0
3828,56XXXXX,1
3829,56XXXXX,1
3830,56XXXXX,1
3831,56XXXXX,1
3832,56XXXXX,1
3833,56XXXXX,1
3834,56XXXXX,1
3835,56XXXXX,1
3836,56XXXXX,1
3837,560XXXX,0
3838,560XXXX,1
3839,561XXXX,0
3840,561XXXX,1
3841,561XXXX,1
3842,562XXXX,0
3843,564XXXX,0
3844,565XXXX,0
3845,566XXXX,
3846,567XXXX,0
3847,567XXXX,1
3848,568XXXX,1
3849,568XXXX,1
3850,57XXXXX,0
3851,57XXXXX,0
3852,57XXXXX,0
3853,57XXXXX,1
3854,57XXXXX,1
3855,57XXXXX,1
3856,57XXXXX,1
3857,57XXXXX,1
3858,57XXXXX,1
3859,57XXXXX,1
3860,57XXXXX,1
3861,57 ORIG,0
3862,570XXXX,0
3863,571XXXX,0
3864,571XXXX,1
3865,571XXXX,1
3866,5714XXX,0
3867,572XXXX,1
3868,572XXXX,1
3869,572XXXX,1
3870,573XXXX,1
3871,573XXXX,1
3872,573XXXX,1
3873,573 MXX,0
3874,574XXXX,0
3875,574XXXX,1
3876,575XXXX,1
3877,577XXXX,0
3878,577XXXX,1
3879,577XXXX,1
3880,578XXXX,0
3881,58XXXXX,0
3882,58XXXXX,0
3883,58XXXXX,0
3884,58XXXXX,1
3885,58XXXXX,1
3886,58XXXXX,1
3887,58XXXXX,1
3888,58XXXXX,1
3889,58XXXXX,1
3890,58XXXXX,1
3891,58XXXXX,1
3892,58XXXXX,1
3893,581XXXX,1
3894,582XXXX,0
3895,582XXXX,1
3896,583XXXX,0
3897,583XXXX,1
3898,583XXXX,1
3899,583XXXX,1
3900,584XXXX,0
3901,584 MXX,0
3902,585XXXX,1
3903,585XXXX,1
3904,587 MXX,1
3905,588XXXX,0
3906,59XXXXX,0
3907,59XXXXX,0
3908,59XXXXX,0
3909,59XXXXX,0
3910,59XXXXX,0
3911,59XXXXX,1
3912,59XXXXX,1
3913,59XXXXX,1
3914,59XXXXX,1
