,docket,win
3915,59XXXXX,1
3916,59XXXXX,1
3917,59XXXXX,1
3918,59 MXXX,1
3919,59 MXXX,1
3920,59 ORIG,0
3921,590XXXX,1
3922,592XXXX,1
3923,592XXXX,1
3924,5928XXX,1
3925,593XXXX,1
3926,593XXXX,1
3927,594XXXX,1
3928,595XXXX,0
3929,596XXXX,1
3930,597XXXX,1
3931,597XXXX,1
3932,598XXXX,0
3933,599 MXX,1
3934,6XXXXXX,0
3935,6XXXXXX,0
3936,6XXXXXX,0
3937,6XXXXXX,0
3938,6XXXXXX,0
3939,6XXXXXX,1
3940,6XXXXXX,1
3941,6XXXXXX,1
3942,6XXXXXX,1
3943,6XXXXXX,1
3944,6XXXXXX,1
3945,6XXXXXX,1
3946,6XXXXXX,1
3947,6XXXXXX,1
3948,6XXXXXX,1
3949,6XXXXXX,1
3950,6 MXXXX,1
3951,60XXXXX,0
3952,60XXXXX,0
3953,60XXXXX,0
3954,60XXXXX,0
3955,60XXXXX,0
3956,60XXXXX,1
3957,60XXXXX,1
3958,60XXXXX,1
3959,60XXXXX,1
3960,60XXXXX,1
3961,60XXXXX,1
3962,60XXXXX,1
3963,60XXXXX,1
3964,60XXXXX,1
3965,60XXXXX,1
3966,60XXXXX,1
3967,600XXXX,0
3968,600XXXX,1
3969,602XXXX,1
3970,603XXXX,1
3971,604XXXX,1
3972,604XXXX,1
3973,605 MXX,1
3974,606XXXX,1
3975,606XXXX,1
3976,609XXXX,0
3977,61XXXXX,0
3978,61XXXXX,0
3979,61XXXXX,0
3980,61XXXXX,1
3981,61XXXXX,1
3982,61XXXXX,1
3983,61XXXXX,1
3984,61XXXXX,1
3985,61XXXXX,1
3986,61XXXXX,1
3987,61XXXXX,1
3988,61XXXXX,1
3989,61XXXXX,1
3990,610XXXX,1
3991,610XXXX,1
3992,610XXXX,1
3993,611XXXX,1
3994,6131XXX,1
3995,615XXXX,1
3996,615XXXX,1
3997,616XXXX,0
3998,616XXXX,1
3999,616XXXX,1
4000,617XXXX,1
4001,617XXXX,1
4002,618XXXX,1
4003,619XXXX,0
4004,619XXXX,1
4005,619XXXX,1
4006,62XXXXX,0
4007,62XXXXX,0
4008,62XXXXX,0
4009,62XXXXX,0
4010,62XXXXX,0
4011,62XXXXX,1
4012,62XXXXX,1
4013,62XXXXX,1
4014,62XXXXX,1
4015,62XXXXX,1
4016,62XXXXX,1
4017,62XXXXX,1
4018,62XXXXX,1
4019,620XXXX,0
4020,620XXXX,1
4021,620XXXX,1
4022,621XXXX,1
4023,621XXXX,1
4024,621XXXX,1
4025,623XXXX,0
4026,623XXXX,1
4027,624XXXX,1
4028,624XXXX,1
4029,624XXXX,1
4030,624XXXX,1
4031,625XXXX,0
4032,626XXXX,1
4033,628XXXX,1
4034,628XXXX,1
4035,629 MXX,1
4036,63XXXXX,0
4037,63XXXXX,0
4038,63XXXXX,0
4039,63XXXXX,0
4040,63XXXXX,0
4041,63XXXXX,1
4042,63XXXXX,1
4043,63XXXXX,1
4044,63XXXXX,1
4045,63XXXXX,1
4046,63XXXXX,1
4047,63XXXXX,1
4048,63XXXXX,1
4049,63XXXXX,1
4050,63XXXXX,1
4051,63XXXXX,1
4052,63XXXXX,1
4053,63XXXXX,1
4054,63 MXXX,1
4055,630XXXX,1
4056,630XXXX,1
4057,631XXXX,1
4058,632XXXX,1
4059,632XXXX,1
4060,634XXXX,1
4061,635XXXX,1
4062,635XXXX,1
4063,636XXXX,1
4064,636XXXX,1
4065,637XXXX,1
4066,638XXXX,0
4067,639XXXX,1
4068,639XXXX,1
4069,64XXXXX,0
4070,64XXXXX,0
4071,64XXXXX,0
4072,64XXXXX,0
4073,64XXXXX,1
4074,64XXXXX,1
4075,64XXXXX,1
4076,64XXXXX,1
4077,64XXXXX,1
4078,64XXXXX,1
4079,64XXXXX,1
4080,64 ORIG,1
4081,64 ORIG,1
4082,640XXXX,1
4083,641XXXX,1
4084,642XXXX,1
4085,642XXXX,1
4086,642 MXX,0
4087,643XXXX,0
4088,643XXXX,0
4089,643XXXX,1
4090,643XXXX,1
4091,644XXXX,1
4092,644XXXX,1
4093,645XXXX,1
4094,645XXXX,1
4095,645XXXX,1
4096,645XXXX,1
4097,645 MXX,1
4098,646XXXX,1
4099,647XXXX,1
4100,647XXXX,1
4101,648XXXX,0
4102,648XXXX,1
4103,648XXXX,1
4104,649XXXX,1
4105,649XXXX,1
4106,649XXXX,1
4107,65XXXXX,0
4108,65XXXXX,0
4109,65XXXXX,1
4110,65XXXXX,1
4111,65XXXXX,1
4112,65XXXXX,1
4113,65XXXXX,1
4114,65XXXXX,1
4115,65XXXXX,1
4116,65XXXXX,1
4117,65XXXXX,1
4118,65XXXXX,1
4119,65 MXXX,1
4120,65 ORIG,0
4121,65 ORIG,0
4122,65 ORIG,1
4123,65 ORIG,1
4124,65 ORIG,1
4125,650XXXX,1
4126,650XXXX,1
4127,652 MXX,1
4128,655XXXX,0
4129,655XXXX,0
4130,655XXXX,1
4131,656XXXX,1
4132,657XXXX,1
4133,658XXXX,0
4134,658XXXX,0
4135,659XXXX,1
4136,66XXXXX,0
4137,66XXXXX,0
4138,66XXXXX,0
4139,66XXXXX,0
4140,66XXXXX,0
4141,66XXXXX,0
4142,66XXXXX,0
4143,66XXXXX,0
4144,66XXXXX,0
4145,66XXXXX,1
4146,66XXXXX,1
4147,66XXXXX,1
4148,66XXXXX,1
4149,66XXXXX,1
4150,66XXXXX,1
4151,660XXXX,0
4152,660XXXX,0
4153,661XXXX,0
4154,661XXXX,1
4155,663XXXX,0
4156,663XXXX,0
4157,664XXXX,0
4158,667XXXX,0
4159,667XXXX,1
4160,668XXXX,0
4161,668 MXX,1
4162,669XXXX,1
4163,669XXXX,1
4164,67XXXXX,0
4165,67XXXXX,0
4166,67XXXXX,0
4167,67XXXXX,0
4168,67XXXXX,0
4169,67XXXXX,0
4170,67XXXXX,1
4171,67XXXXX,1
4172,67XXXXX,1
4173,67 ORIG,0
4174,67 ORIG,1
4175,67 ORIG,1
4176,670XXXX,0
4177,671XXXX,0
4178,672XXXX,1
4179,673XXXX,0
4180,673XXXX,1
4181,673XXXX,1
4182,674XXXX,0
4183,674XXXX,1
4184,675XXXX,0
4185,678XXXX,1
4186,678XXXX,1
4187,679XXXX,1
4188,679XXXX,1
4189,68XXXXX,0
4190,68XXXXX,0
4191,68XXXXX,0
4192,68XXXXX,0
4193,68XXXXX,0
4194,68XXXXX,1
4195,68XXXXX,1
4196,68XXXXX,1
4197,68XXXXX,1
4198,68 ORIG,0
4199,680XXXX,0
4200,680XXXX,1
4201,681XXXX,0
4202,682XXXX,1
4203,684XXXX,0
4204,684 MXX,1
4205,685XXXX,1
4206,68-5009,0
4207,68-5027,0
4208,686 MXX,1
4209,687XXXX,0
4210,687XXXX,1
4211,689XXXX,0
4212,69XXXXX,0
4213,69XXXXX,0
4214,69XXXXX,0
4215,69XXXXX,0
4216,69XXXXX,0
4217,69XXXXX,0
4218,69XXXXX,1
4219,69XXXXX,1
4220,69XXXXX,1
4221,69XXXXX,1
4222,69XXXXX,1
4223,69XXXXX,1
4224,69XXXXX,1
4225,69XXXXX,1
4226,69XXXXX,1
4227,69XXXXX,1
4228,690XXXX,1
4229,690XXXX,1
4230,691XXXX,0
4231,692XXXX,0
4232,694XXXX,1
4233,694XXXX,1
4234,69-4XXX,0
4235,695XXXX,0
4236,695XXXX,1
4237,695XXXX,1
4238,69-5XXX,0
4239,69-5001,1
4240,69-5003,1
4241,69-5035,0
4242,69-5046,0
4243,699XXXX,0
4244,699XXXX,1
4245,7XXXXXX,0
4246,7XXXXXX,0
4247,7XXXXXX,0
4248,7XXXXXX,0
4249,7XXXXXX,0
4250,7XXXXXX,0
4251,7XXXXXX,1
4252,7XXXXXX,1
4253,7XXXXXX,1
4254,7XXXXXX,1
4255,7XXXXXX,1
4256,7XXXXXX,1
4257,7XXXXXX,1
4258,7XXXXXX,1
4259,7XXXXXX,1
4260,70XXXXX,0
4261,70XXXXX,0
4262,70XXXXX,0
4263,70XXXXX,1
4264,70XXXXX,1
4265,70XXXXX,1
4266,70XXXXX,1
4267,70XXXXX,1
4268,70XXXXX,1
4269,70 MXXX,1
4270,70 ORIG,0
4271,700XXXX,0
4272,701XXXX,0
4273,701XXXX,0
4274,701XXXX,1
4275,701XXXX,1
4276,70-108X,1
4277,70-11XX,0
4278,70-110X,0
4279,70-112X,1
4280,70-113X,0
4281,70-117X,0
4282,70-127X,0
4283,70-128X,0
4284,70-13XX,0
4285,70-130X,1
4286,70-14XX,1
4287,70-153X,0
4288,70-161X,1
4289,70-17XX,0
4290,70-18XX,1
4291,70-188X,1
4292,70-19XX,1
4293,702XXXX,0
4294,70-2XXX,1
4295,70-21XX,0
4296,70-220X,0
4297,70-223X,1
4298,70-250X,0
4299,70-26XX,0
4300,70-267X,1
4301,70-27XX,1
4302,70-279X,1
4303,70-28XX,1
4304,70-283X,1
4305,70-286X,0
4306,70-29XX,1
4307,70-295X,1
4308,703XXXX,1
4309,70-305X,0
4310,70-31XX,1
4311,70-314X,0
4312,70-32XX,0
4313,70-33XX,0
4314,70-34XX,0
4315,70-36XX,0
4316,70-38XX,1
4317,704XXXX,1
4318,70-4XXX,1
4319,70-40XX,0
4320,70-45XX,1
4321,70-46XX,0
4322,70-47XX,1
4323,70-49XX,0
4324,705XXXX,1
4325,705XXXX,1
4326,70-5004,1
4327,70-5009,1
4328,70-5012,0
4329,70-5014,1
4330,70-5015,1
4331,70-5021,1
4332,70-5025,1
4333,70-5026,1
4334,70-5030,1
4335,70-5033,1
4336,70-5037,0
4337,70-5038,0
4338,70-5039,1
4339,70-5040,1
4340,70-5041,0
4341,70-5045,1
4342,70-5055,1
4343,70-5058,1
4344,70-5061,0
4345,70-5064,0
4346,70-5075,1
4347,70-5082,1
4348,70-5097,0
4349,70-5106,1
4350,70-5112,1
4351,70-5122,0
4352,70-5135,1
4353,70-52XX,1
4354,70-5213,1
4355,70-5276,0
4356,70-53XX,1
4357,70-5308,1
4358,70-5343,1
4359,70-5344,0
4360,70-5388,1
4361,70-54XX,1
4362,70-55XX,1
4363,70-58XX,0
4364,70-6XXX,0
4365,70-60XX,1
4366,70-61XX,1
4367,70-63XX,1
4368,70-66XX,1
4369,70-69XX,1
4370,70-7XXX,0
4371,70-70XX,1
4372,70-71XX,0
4373,70-72XX,0
4374,70-73XX,1
4375,70-74XX,1
4376,70-75XX,1
4377,70-77XX,1
4378,70-78XX,1
4379,70-79XX,0
4380,70-82XX,1
4381,70-85XX,0
4382,70-86XX,0
4383,70-87XX,0
4384,70-88XX,1
4385,70-9XXX,0
4386,70-90XX,0
4387,70-91XX,1
4388,70-92XX,0
4389,70-93XX,1
4390,70-96XX,1
4391,70-97XX,0
4392,70-98XX,1
4393,70-99XX,1
4394,71XXXXX,0
4395,71XXXXX,0
4396,71XXXXX,0
4397,71XXXXX,0
4398,71XXXXX,0
4399,71XXXXX,1
4400,71XXXXX,1
4401,71XXXXX,1
4402,71XXXXX,1
4403,71XXXXX,1
4404,71XXXXX,1
4405,71XXXXX,1
4406,71XXXXX,1
4407,71 MXXX,1
4408,71-1005,1
4409,71-1011,1
4410,71-1016,1
4411,71-1017,1
4412,71-1021,0
4413,71-1022,1
4414,71-1024,1
4415,71-1031,1
4416,71-1043,1
4417,71-1051,1
4418,71-1059,0
4419,71-1069,0
4420,71-107X,0
4421,71-1082,1
4422,71-11XX,0
4423,71-110X,1
4424,71-1119,1
4425,71-1134,1
4426,71-1136,1
4427,71-1178,0
4428,71-1180,1
4429,71-1182,1
4430,71-119X,1
4431,71-1192,0
4432,71-1193,0
4433,71-1222,0
4434,71-1225,1
4435,71-123X,0
4436,71-1255,1
4437,71-1304,0
4438,71-1309,1
4439,71-1315,1
4440,71-1332,1
4441,71-1336,1
4442,71-1369,1
4443,71-1371,0
4444,71-1417,0
4445,71-1422,1
4446,71-1428,1
4447,71-1442,0
4448,71-1456,0
4449,71-1459,1
4450,71-1470,0
4451,71-1476,1
4452,71-1509,1
4453,71-1523,0
4454,71-1545,1
4455,71-1553,1
4456,71-1583,1
4457,71-1585,1
4458,71-1598,1
4459,71-16XX,1
4460,71-1607,1
4461,71-162X,1
4462,71-1623,1
4463,71-1631,0
4464,71-1637,0
4465,71-1639,0
4466,71-1647,0
4467,71-1665,0
4468,71-1669,0
4469,71-1694,1
4470,71-1698,1
4471,712XXXX,0
4472,712XXXX,1
4473,71-221X,1
4474,71-224X,1
4475,71-227X,1
4476,71-229X,1
4477,71-237X,1
4478,71-244X,1
4479,71-247X,1
4480,71-257X,1
4481,71-262X,1
4482,71-288X,1
4483,713XXXX,1
4484,71-300X,0
4485,71-308X,0
4486,71-315X,1
4487,71-32XX,0
4488,71-322X,1
4489,71-352X,1
4490,71-36XX,1
4491,71-364X,1
4492,71-366X,0
4493,71-404X,0
4494,71-41XX,1
4495,71-422X,1
4496,71-452X,1
4497,71-485X,1
4498,71-492X,1
4499,71-496X,1
4500,715XXXX,1
4501,71-506X,1
4502,71-507X,1
4503,71-5078,1
4504,71-5097,1
4505,71-5103,1
4506,71-5139,1
4507,71-5144,1
4508,71-517X,1
4509,71-5172,0
4510,71-5179,0
4511,71-5255,0
4512,71-527X,1
4513,71-5294,1
4514,71-5313,1
4515,71-5431,1
4516,71-5445,0
4517,71-5446,1
4518,71-5552,1
4519,71-559X,1
4520,71-5625,1
4521,71-564X,1
4522,71-565X,0
4523,71-5656,1
4524,71-5679,1
4525,71-5685,1
4526,71-573X,1
4527,71-575X,1
4528,71-586X,1
4529,71-5908,1
4530,716 MXX,1
4531,71-6042,1
4532,71-6060,0
4533,71-6078,0
4534,71-6193,0
4535,71-6272,1
4536,71-6278,1
4537,71-6314,0
4538,71-6316,1
4539,71-6356,1
4540,71-6425,1
4541,71-6481,0
4542,71-6497,1
4543,71-651X,1
4544,71-6516,1
4545,71-653X,1
4546,71-6647,1
4547,71-666X,1
4548,71-6698,0
4549,71-6732,0
4550,71-6742,1
4551,71-6757,1
4552,71-678X,0
4553,71-685X,1
4554,71-6852,1
4555,71-6918,1
4556,71-692X,1
4557,71-703X,0
4558,71-708X,1
4559,71-711X,1
4560,71-718X,1
4561,71-732X,1
4562,71-738X,1
4563,71-749X,1
4564,71-784X,1
4565,718XXXX,1
4566,718XXXX,1
4567,71-81XX,1
4568,71-827X,0
4569,71-829X,1
4570,71-83XX,1
4571,71-834X,1
4572,71-839X,0
4573,71-850X,1
4574,71-857X,1
4575,71-858X,0
4576,71-862X,1
4577,71-863X,1
4578,71-873X,1
4579,71-879X,0
4580,71-889X,0
4581,71-895X,1
4582,71-900X,1
4583,71-909X,1
4584,71-951X,1
4585,71-991X,0
4586,72XXXXX,0
4587,72XXXXX,0
4588,72XXXXX,0
4589,72XXXXX,0
4590,72XXXXX,1
4591,72XXXXX,1
4592,72XXXXX,1
4593,72XXXXX,1
4594,72XXXXX,1
4595,72XXXXX,1
4596,72XXXXX,1
4597,72 MXXX,1
4598,72 ORIG,1
4599,720 MXX,1
4600,721XXXX,0
4601,72-10XX,1
4602,72-1010,0
4603,72-1019,0
4604,72-1035,0
4605,72-1040,1
4606,72-1052,0
4607,72-1057,0
4608,72-1058,1
4609,72-1061,1
4610,72-1076,0
4611,72-11XX,0
4612,72-1118,1
4613,72-1125,1
4614,72-1148,1
4615,72-1154,1
4616,72-1162,0
4617,72-1164,1
4618,72-1168,0
4619,72-1176,1
4620,72-1180,1
4621,72-1188,1
4622,72-1195,0
4623,72-1231,0
4624,72-1251,1
4625,72-1254,0
4626,72-1264,1
4627,72-1289,1
4628,72-129X,0
4629,72-1297,1
4630,72-1310,1
4631,72-1319,1
4632,72-1322,1
4633,72-1328,1
4634,72-1355,1
4635,72-1366,1
4636,72-1371,1
4637,72-1382,1
4638,72-1396,0
4639,72-1410,1
4640,72-1454,1
4641,72-1465,0
4642,72-147X,1
4643,72-1470,0
4644,72-1490,1
4645,72-1513,0
4646,72-1517,1
4647,72-1554,1
4648,72-1557,1
4649,72-1566,0
4650,72-1570,1
4651,72-1589,1
4652,72-1597,0
4653,72-1598,1
4654,72-1603,1
4655,72-1628,1
4656,72-1637,1
4657,72-1652,1
4658,72-1660,0
4659,72-1690,1
4660,72-1713,1
4661,72-1733,0
4662,72-212X,1
4663,72-214X,1
4664,72-269X,0
4665,723XXXX,0
4666,72-312X,0
4667,72-331X,0
4668,72-34XX,1
4669,72-350X,1
4670,72-376X,0
4671,72-394X,0
4672,72-397X,1
4673,724XXXX,0
4674,724XXXX,1
4675,72-402X,0
4676,72-403X,1
4677,72-419X,0
4678,72-438X,1
4679,72-459X,0
4680,72-481X,1
4681,72-486X,1
4682,72-490X,1
4683,72-493X,0
4684,72-528X,0
4685,72-5323,1
4686,72-534X,0
4687,72-535X,1
4688,72-5411,1
4689,72-5431,0
4690,72-5443,0
4691,72-549X,0
4692,72-55XX,1
4693,72-552X,1
4694,72-5521,1
4695,72-555X,1
4696,72-5581,1
4697,72-5704,1
4698,72-5794,1
4699,72-5839,1
4700,72-5847,1
4701,72-586X,1
4702,72-5881,0
4703,726XXXX,1
4704,726XXXX,1
4705,72-6011,1
4706,72-603X,1
4707,72-6041,1
4708,72-6156,1
4709,72-6160,0
4710,72-617X,1
4711,72-6198,1
4712,72-624X,1
4713,72-6258,1
4714,72-630X,0
4715,72-634X,1
4716,72-6449,1
4717,72-6476,1
4718,72-6520,1
4719,72-654X,1
4720,72-656X,1
4721,72-658X,1
4722,72-6609,1
4723,72-666X,0
4724,72-671X,0
4725,72-686X,1
4726,72-6897,1
4727,72-6902,0
4728,72-691X,1
4729,72-6915,0
4730,72-694X,1
4731,727XXXX,1
4732,72-700X,1
4733,72-702X,0
4734,72-72XX,1
4735,72-734X,1
4736,72-75XX,0
4737,72-77XX,1
4738,72-777X,0
4739,72-782X,1
4740,72-792X,1
4741,72-794X,1
4742,728XXXX,1
4743,72-804X,0
4744,72-805X,1
4745,72-812X,1
4746,72-822X,1
4747,72-844X,1
4748,72-847X,1
4749,72-848X,0
4750,72-851X,1
4751,72-864X,1
4752,72-885X,1
4753,72-887X,1
4754,72-888X,0
4755,72-899X,1
4756,729XXXX,1
4757,72-90XX,1
4758,72-901X,0
4759,72-905X,1
4760,72-914X,1
4761,72-922X,1
4762,72-936X,1
4763,72-948X,1
4764,72-95XX,1
4765,72-953X,1
4766,72-955X,1
4767,72-985X,0
4768,73XXXXX,0
4769,73XXXXX,0
4770,73XXXXX,1
4771,73XXXXX,1
4772,73XXXXX,1
4773,73XXXXX,1
4774,73XXXXX,1
4775,73XXXXX,1
4776,73XXXXX,1
4777,73XXXXX,1
4778,73 ORIG,1
4779,73 ORIG,1
4780,730XXXX,0
4781,731XXXX,0
4782,731XXXX,0
4783,731XXXX,1
4784,73-1004,1
4785,73-1012,1
4786,73-1016,0
4787,73-1018,1
4788,73-1046,1
4789,73-1055,1
4790,73-1106,1
4791,73-1119,1
4792,73-1121,1
4793,73-1123,1
4794,73-1131,1
4795,73-1148,0
4796,73-1157,0
4797,73-1162,1
4798,73-1210,1
4799,73-122X,1
4800,73-1231,1
4801,73-1233,1
4802,73-1245,1
4803,73-1256,1
4804,73-1265,1
4805,73-1270,1
4806,73-1279,0
4807,73-1283,0
4808,73-1285,1
4809,73-1288,1
4810,73-1290,1
4811,73-130X,1
4812,73-1309,1
4813,73-1313,1
4814,73-1316,1
4815,73-1346,1
4816,73-1347,0
4817,73-1363,1
4818,73-1377,0
4819,73-1378,1
4820,73-1380,1
4821,73-1395,1
4822,73-1406,1
4823,73-1424,0
4824,73-1446,0
4825,73-1452,1
4826,73-1461,1
4827,73-1462,1
4828,73-1471,1
4829,73-1475,1
4830,73-1513,0
4831,73-1531,0
4832,73-1541,0
4833,73-1543,0
4834,73-157X,1
4835,73-1573,1
4836,73-1595,0
4837,73-1596,0
4838,73-1627,0
4839,73-1689,0
4840,73-1697,0
4841,73-1701,0
4842,73-1708,1
4843,73-1723,0
4844,73-1734,0
4845,73-1737,1
4846,73-1742,1
4847,73-1765,1
4848,73-1766,0
4849,73-1773,0
4850,73-1791,1
4851,73-1808,1
4852,73-1820,0
4853,73-1869,1
4854,73-187X,1
4855,73-1888,1
4856,73-1892,0
4857,73-190X,0
4858,73-1908,1
4859,73-191X,1
4860,73-1923,1
4861,73-1924,0
4862,73-1933,0
4863,73-1942,1
4864,73-1966,1
4865,73-1977,1
4866,73-1994,1
4867,73-1995,1
4868,73-2000,1
4869,73-2024,0
4870,73-203X,0
4871,73-2050,0
4872,73-2055,1
4873,73-206X,1
4874,73-2060,1
4875,73-2066,0
4876,73-235X,1
4877,73-241X,1
4878,73-263X,1
4879,73-29XX,0
4880,73-296X,1
4881,733XXXX,0
4882,733XXXX,1
4883,73-300X,1
4884,73-328X,0
4885,73-346X,0
4886,73-347X,1
4887,73-362X,1
4888,73-370X,1
4889,73-375X,0
4890,73-38XX,0
4891,73-428X,1
4892,73-434X,1
4893,73-437X,0
4894,73-439X,1
4895,73-466X,1
4896,73-473X,1
4897,73-477X,1
4898,73-482X,1
4899,73-5002,1
4900,73-507X,0
4901,73-5245,1
4902,73-5265,0
4903,73-5280,0
4904,73-5284,1
4905,73-5290,1
4906,73-5412,1
4907,73-5520,1
4908,73-556X,0
4909,73-557X,1
4910,73-5615,1
4911,73-5677,0
4912,73-568X,1
4913,73-5684,1
4914,73-573X,1
4915,73-5744,1
4916,73-5768,1
4917,73-5772,1
4918,73-582X,1
4919,73-5845,0
4920,73-5925,1
4921,73-593X,0
4922,73-5993,1
4923,736XXXX,2
4924,73-6033,1
4925,73-6038,1
4926,73-604X,0
4927,73-62XX,0
4928,73-628X,1
4929,73-629X,1
4930,73-631X,1
4931,73-6336,1
4932,73-64XX,0
4933,73-640X,1
4934,73-641X,1
4935,73-6587,1
4936,73-662X,1
4937,73-6650,1
4938,73-6739,0
4939,73-679X,1
4940,73-6848,0
4941,73-689X,1
4942,73-690X,1
4943,73-6935,1
4944,73-696X,1
4945,73-6969,1
4946,73-7006,1
4947,73-717X,1
4948,73-718X,1
4949,73-726X,0
4950,73-731X,0
4951,73-748X,0
4952,73-759X,1
4953,73-762X,0
4954,73-765X,1
4955,73-767X,1
4956,73-776X,1
4957,73-78XX,0
4958,73-781X,1
4959,73-786X,1
4960,73-797X,1
4961,73-804X,1
4962,73-820X,0
4963,73-822X,0
4964,73-831X,1
4965,73-841X,0
4966,73-846X,0
4967,73-848X,1
4968,73-858X,1
4969,73-861X,0
4970,73-88XX,1
4971,73-898X,0
4972,73-899X,0
4973,73-9XXX,1
4974,73-918X,0
4975,73-938X,1
4976,74XXXXX,0
4977,74XXXXX,0
4978,74XXXXX,0
4979,74XXXXX,0
4980,74XXXXX,1
4981,74XXXXX,1
4982,74XXXXX,1
4983,74XXXXX,1
4984,74 MXXX,0
4985,74 ORIG,1
4986,740XXXX,1
4987,74-100X,0
4988,74-1023,0
4989,74-1025,1
4990,74-1033,1
4991,74-1042,1
4992,74-1044,1
4993,74-1047,0
4994,74-1055,1
4995,74-107X,0
4996,74-1077,1
4997,74-1106,1
4998,74-1107,0
4999,74-1124,1
5000,74-1128,1
5001,74-1137,1
5002,74-114X,0
5003,74-1141,1
5004,74-1148,1
5005,74-1151,1
5006,74-1179,1
5007,74-1187,1
5008,74-121X,0
5009,74-1216,1
5010,74-124X,1
5011,74-1243,0
5012,74-1245,0
5013,74-125X,1
5014,74-1254,1
5015,74-1263,0
5016,74-1267,0
5017,74-1269,1
5018,74-1270,1
5019,74-1274,1
5020,74-1287,0
5021,74-13XX,0
5022,74-1302,1
5023,74-1303,0
5024,74-1312,1
5025,74-1318,0
5026,74-1329,1
5027,74-1393,1
5028,74-1396,0
5029,74-1409,0
5030,74-1435,1
5031,74-1451,1
5032,74-1452,1
5033,74-1471,1
5034,74-1481,0
5035,74-1487,1
5036,74-1488,1
5037,74-1492,1
5038,74-1509,1
5039,74-1520,0
5040,74-1529,0
5041,74-1542,0
5042,74-1544,1
5043,74-156X,1
5044,74-1560,1
5045,74-1563,1
5046,74-1569,1
5047,74-157X,1
5048,74-1589,1
5049,74-1599,1
5050,74-1606,1
5051,74-1607,1
5052,74-1608,1
5053,74-1646,0
5054,74-165X,1
5055,74-1656,0
5056,74-175X,1
5057,74-18XX,0
5058,742XXXX,0
5059,74-201X,1
5060,74-204X,1
5061,74-206X,1
5062,74-214X,1
5063,74-215X,1
5064,74-22XX,0
5065,74-220X,0
5066,743XXXX,1
5067,74-304X,0
5068,74-337X,1
5069,74-362X,0
5070,74-363X,1
5071,74-364X,0
5072,74-389X,1
5073,744XXXX,1
5074,74-415X,1
5075,74-450X,1
5076,74-452X,0
5077,74-453X,0
5078,74-456X,1
5079,74-466X,1
5080,74-479X,1
5081,74-489X,0
5082,74-492X,1
5083,74-5116,0
5084,74-5140,0
5085,74-520X,1
5086,74-521X,1
5087,74-532X,1
5088,74-5369,0
5089,74-538X,1
5090,74-54XX,1
5091,74-5435,0
5092,74-548X,1
5093,74-5566,0
5094,74-5808,0
5095,74-5822,0
5096,74-5968,1
5097,74-6212,0
5098,74-6257,0
5099,74-6293,1
5100,74-634X,1
5101,74-635X,1
5102,74-6438,1
5103,74-6521,0
5104,74-653X,1
5105,74-6593,1
5106,74-6632,0
5107,74-6738,1
5108,74-676X,1
5109,74-687X,1
5110,74-70XX,1
5111,74-712X,1
5112,74-728X,1
5113,74-730X,0
5114,74-742X,0
5115,74-744X,0
5116,74-751X,1
5117,74-753X,1
5118,74-754X,1
5119,74-759X,1
5120,74-768X,0
5121,74-773X,1
5122,74-775X,1
5123,74-799X,1
5124,748XXXX,0
5125,74-8XXX,1
5126,74-80XX,1
5127,74-848X,1
5128,74-850X,0
5129,74-858X,1
5130,74-869X,1
5131,74-878X,1
5132,74-882X,1
5133,74-883X,1
5134,74-884X,1
5135,74-891X,1
5136,74-895X,0
5137,749XXXX,1
5138,74-928X,1
5139,74-940X,1
5140,74-942X,1
5141,74-944X,1
5142,74-958X,1
5143,74-966X,1
5144,75XXXXX,0
5145,75XXXXX,0
5146,75XXXXX,0
5147,75XXXXX,1
5148,75XXXXX,1
5149,75XXXXX,1
5150,75XXXXX,1
5151,75XXXXX,1
5152,75XXXXX,1
5153,75XXXXX,1
5154,75XXXXX,1
5155,75XXXXX,1
5156,750XXXX,0
5157,750XXXX,0
5158,75-1015,1
5159,75-1019,1
5160,75-1038,1
5161,75-104X,0
5162,75-1053,0
5163,75-1064,1
5164,75-1069,1
5165,75-1097,1
5166,75-110X,1
5167,75-1106,1
5168,75-1126,1
5169,75-1150,1
5170,75-1153,1
5171,75-1157,1
5172,75-1181,1
5173,75-1184,1
5174,75-1197,1
5175,75-1198,0
5176,75-122X,1
5177,75-1221,0
5178,75-124X,1
5179,75-1255,0
5180,75-1261,1
5181,75-1262,0
5182,75-1264,1
5183,75-1267,0
5184,75-1278,1
5185,75-130X,0
5186,75-1301,1
5187,75-1312,0
5188,75-1318,0
5189,75-1344,0
5190,75-1382,1
5191,75-139X,1
5192,75-1397,1
5193,75-1407,1
5194,75-1439,0
5195,75-1440,1
5196,75-1443,1
5197,75-145X,1
5198,75-1453,0
5199,75-1504,1
5200,75-1510,1
5201,75-1513,1
5202,75-1534,1
5203,75-1535,1
5204,75-1536,1
5205,75-1547,1
5206,75-1552,0
5207,75-1558,1
5208,75-1578,1
5209,75-1583,0
5210,75-1605,0
5211,75-164X,1
5212,75-1666,1
5213,75-1667,1
5214,75-1687,1
5215,75-1690,1
5216,75-1692,0
5217,75-1693,0
5218,75-1704,1
5219,75-1707,1
5220,75-1721,0
5221,75-1726,1
5222,75-1753,1
5223,75-1771,1
5224,75-1775,1
5225,75-1805,1
5226,75-1812,1
5227,75-1844,1
5228,75-185X,1
5229,75-1861,0
